estimate,se,geoid,layer,topic
15.233214450514948,1.7985199353000825,1720149,place,safety
61.10514313405506,16.08669785326336,1720292,place,safety
6.335028346290297,1.206241217945609,1721904,place,safety
74.18235820277238,4.60358478025633,1723074,place,safety
95.63419208438926,2.5764136641939728,1723256,place,safety
97.95960186679532,1.475877048907341,1723724,place,safety
88.92608351403501,3.817788635928228,1724582,place,safety
72.66040232300381,5.304701832164087,1724634,place,safety
92.99375074662458,3.6758774346139416,1726571,place,safety
8.610489429897756,1.1057580357665084,1726710,place,safety
96.8311437368295,2.7632234770222306,1726935,place,safety
1.745147399196591,0.18512039386575216,1726987,place,safety
85.89805034011763,6.409427331750755,1727702,place,safety
48.47179140703469,0.8714133207883755,1729652,place,safety
98.517996985466,1.758384631331937,1729938,place,safety
32.50736436160469,8.391426971178316,1730029,place,safety
2.8733081458371497,0.05165559019650468,1730328,place,safety
72.0037874284424,10.653715393510424,1732746,place,safety
58.31367143961156,12.301019225108238,1733383,place,safety
33.311262464683814,1.8854250412898916,1733435,place,safety
79.27654538495074,7.82755198517708,1733695,place,safety
88.24707974899364,9.215387272906206,1734514,place,safety
28.94874156261545,2.718867536267464,1735086,place,safety
10.705681937538476,0.751053271841521,1735307,place,safety
6.83948696647275,0.20152072156944442,1735385,place,safety
76.93030123075629,5.018813908528804,1735411,place,safety
16.710459390260837,1.219976792170281,1735866,place,safety
93.76708100366268,4.824745518899188,1735879,place,safety
22.28663012256332,1.5635105329611163,1737257,place,safety
66.59345486492423,NA,1737608,place,safety
93.02595394300089,2.8196851767517463,1738830,place,safety
13.243199512595163,0.2380828133259112,1739519,place,safety
99.38750384506253,0.7400080876127066,1740767,place,safety
95.55557037697056,3.2377252637612735,1740793,place,safety
86.28930032652934,5.600477543590074,1742028,place,safety
100,NA,1742795,place,safety
92.37285118554924,3.894665199302015,1743744,place,safety
47.32790923381926,6.077844514808842,1745421,place,safety
48.907805704650976,1.4410344437080411,1745434,place,safety
1.466296456402312,0.07242846419689677,1745564,place,safety
76.36841359342058,8.212954377258646,1747007,place,safety
97.74190887541148,1.4959255188357243,1747540,place,safety
62.419172277976486,10.001786345859546,1747774,place,safety
80.62822549401383,7.0619654176537905,1748242,place,safety
14.586163490880269,2.8285451683448857,1748554,place,safety
72.28361394768771,12.456631631908385,1748892,place,safety
89.56392375878947,10.057283762653098,1750647,place,safety
96.72650817126396,2.1528100598064466,1751089,place,safety
