fac_name,site_name,fac_street,fac_city,fac_state,fac_zip,naics_code,latitude,longitude,pollutant_code,pollutant_desc,pollutant_type,emissions_uom,emissions
CHILDRENS HOSPITAL OF LOS ANGELES,CHILDRENS HOSPITAL OF LOS ANGELES,4650  SUNSET BLVD,LOS ANGELES,CA,90027,622110,34.098109,-118.290626,SO2,Sulfur Dioxide,CAP,TON,0.0603138
PASADENA CITY COLLEGE,PASADENA CITY COLLEGE,1570 E COLORADO BLVD,PASADENA,CA,91106,611210,34.14401,-118.11919,SO2,Sulfur Dioxide,CAP,TON,0.0044391
BOWMAN PLATING CO INC,BOWMAN PLATING CO INC,2631 E 126TH ST,COMPTON,CA,90222,332813,33.918049,-118.224994,SO2,Sulfur Dioxide,CAP,TON,0.005739
PEMACO METAL PROCESSING,PEMACO METAL PROCESSING,2125  LEMON ST,ALHAMBRA,CA,91803,332813,34.08642,-118.14795,SO2,Sulfur Dioxide,CAP,TON,9.9e-6
ASTRO ALUMINUM TREATING CO INC,ASTRO ALUMINUM TREATING CO INC,11040  PALMER AVE,SOUTH GATE,CA,90280,332811,33.92771,-118.17083,SO2,Sulfur Dioxide,CAP,TON,0.028733
SULLY-MILLER CONTRACTING CO.,SULLY-MILLER CONTRACTING CO.,11462  PENROSE ST,SUN VALLEY,CA,91352,324121,34.22212,-118.38206,SO2,Sulfur Dioxide,CAP,TON,0.0142852
LODI MEMORIAL HOSPITAL/FACILITIES,LODI MEMORIAL HOSPITAL,975 S FAIRMONT,LODI,CA,95240,622110,38.121512,-121.286009,SO2,Sulfur Dioxide,CAP,TON,0.0023388
GEORGE REED INC,"MUNN AND PERKINS, INC",26292 E RIVER RD,MODESTO,CA,95320,324121,37.75915,-120.98724,SO2,Sulfur Dioxide,CAP,TON,0.0245
STOCKTON PORT DISTRICT,STOCKTON PORT DISTRICT,ROUGH & READY ISLAND,STOCKTON,CA,95203,488320,37.946755,-121.347877,SO2,Sulfur Dioxide,CAP,TON,4.24e-6
"REULAND ELECTRIC CO, H.BRITTON LEES","REULAND ELECTRIC CO, H.BRITTON LEES",17969  RAILROAD ST,CITY OF INDUSTRY,CA,91748,335312,33.99801,-117.91222,SO2,Sulfur Dioxide,CAP,TON,4.952e-4
KAISER FOUNDATION HOSPITAL,KAISER FOUNDATION HOSPITAL,5601  DE SOTO,WOODLAND HILLS,CA,91367,622110,34.171852,-118.588227,SO2,Sulfur Dioxide,CAP,TON,0.027191
"LA CITY, BUREAU OF SANIT(LOPEZ CANYON)","LA CITY, BUREAU OF SANIT(LOPEZ CANYON)",11950  LOPEZ CANYON RD,LAKE VIEW TERRACE,CA,91342,562212,34.2934,-118.3924,SO2,Sulfur Dioxide,CAP,TON,0.620000788
CAL ST UNIV LONG BEACH EH&S,CAL ST UNIV LONG BEACH EH&S,1250  BELLFLOWER BLVD SSA 341,LONG BEACH,CA,90840,611310,33.7827,-118.1223,SO2,Sulfur Dioxide,CAP,TON,0.0190059515
MONTEREY REGION WASTE MNGMNT,MONTEREY REGION WASTE MNGMNT,14201 DEL MONTE BLVD.,MONTEREY COUNTY,CA,93908,56211,36.7092,-121.7661,SO2,Sulfur Dioxide,CAP,TON,17.86
MONTEREY REGIONAL WPCA,MONTEREY ONE WATER,14811 DEL MONTE AVENUE,MARINA,CA,93933,221320,36.712105,-121.767901,SO2,Sulfur Dioxide,CAP,TON,3.676401888
NORTHERN CALIFORNIA POWER AGENCY,NORTHERN CALIFORNIA POWER AGENCY,2131 W TURNER RD,LODI,CA,95242,221112,38.1466,-121.3006,SO2,Sulfur Dioxide,CAP,TON,0.010000637
SAN MATEO WATER QUALITY CONTROL PLANT,SAN MATEO WATER QUALITY CONTROL PLANT,2050 DETROIT DRIVE,SAN MATEO,CA,94404,221320,37.569,-122.295,SO2,Sulfur Dioxide,CAP,TON,0.206005726
PREMIER PROPERTIES,PREMIER PROPERTIES,"3603 HAVEN AVENUE, STE E",MENLO PARK,CA,94025,326121,37.483945,-122.177207,SO2,Sulfur Dioxide,CAP,TON,3.265e-6
WASTE MGMT DISP &RECY SERVS INC (BRADLEY,WASTE MGMT DISP &RECY SERVS INC (BRADLEY,9227  TUJUNGA AVE,SUN VALLEY,CA,91352,562211,34.2394,-118.3846,SO2,Sulfur Dioxide,CAP,TON,7.56684
PENSKE TOYOTA,PENSKE TOYOTA,9136  FIRESTONE BLVD,DOWNEY,CA,90241,441110,33.92996,-118.12101,SO2,Sulfur Dioxide,CAP,TON,4.56e-4
AT&T,AT&T,359 WASHINGTON ST,COLMA,CA,94015,517111,37.685708,-122.471527,SO2,Sulfur Dioxide,CAP,TON,0.003525838
"FEED SOURCES, INC","FEED SOURCES, INC",909 PETALUMA BLVD,PETALUMA,CA,94952,311211,38.227158,-122.62402,SO2,Sulfur Dioxide,CAP,TON,2.066e-4
SONOMA COUNTY WATER AGENCY,SONOMA COUNTY WATER AGENCY,"22675 8TH ST, EAST",SONOMA,CA,95476,221320,38.249696,-122.444086,SO2,Sulfur Dioxide,CAP,TON,3.17761e-4
TOWN OF WINDSOR,TOWN OF WINDSOR,8400 WINDSOR ROAD,WINDSOR,CA,95492,221320,38.544517,-122.811301,SO2,Sulfur Dioxide,CAP,TON,0.033226746
PHOTOP TECHNOLOGIES INC,PHOTOP TECHNOLOGIES INC,3640 WESTWIND BOULEVARD,SANTA ROSA,CA,95403,334513,38.509533,-122.795759,SO2,Sulfur Dioxide,CAP,TON,4.4617e-5
REDWOOD VETERINARY CLINIC,REDWOOD VETERINARY CLINIC,1946 SANTA ROSA AVENUE,SANTA ROSA,CA,95407,541940,38.419734,-122.713144,SO2,Sulfur Dioxide,CAP,TON,4.88567e-4
SCOTT ARCHITECTURAL GRAPHICS INC,SCOTT ARCHITECTURAL GRAPHICS INC,1275 N DUTTON AVENUE,SANTA ROSA,CA,95401,541430,38.447798,-122.73201,SO2,Sulfur Dioxide,CAP,TON,6.4417e-5
MEDTRONIC VASCULAR,MEDTRONIC VASCULAR,3576 UNOCAL PLACE,SANTA ROSA,CA,95403,332994,38.479605,-122.72178099999999,SO2,Sulfur Dioxide,CAP,TON,7.9078e-5
COSTCO WHOLESALE #41,COSTCO WHOLESALE #41,1900 SANTA ROSA AVENUE,SANTA ROSA,CA,95407,455211,38.421032,-122.713368,SO2,Sulfur Dioxide,CAP,TON,2.2591e-5
PACIFIC BELL,PACIFIC BELL,9499 OLD REDWOOD HWY,COTATI,CA,94928,517111,38.32064,-122.70301,SO2,Sulfur Dioxide,CAP,TON,1.49728e-4
PACIFIC BELL,PACIFIC BELL,478 LOS ALAMOS ROAD,SANTA ROSA,CA,95405,517111,38.457205,-122.631929,SO2,Sulfur Dioxide,CAP,TON,5.3214e-4
PACIFIC BELL,PACIFIC BELL,7430 BODEGA AVENUE,SEBASTOPOL,CA,95472,517111,38.400447,-122.827859,SO2,Sulfur Dioxide,CAP,TON,8.7232e-5
PACIFIC BELL,PACIFIC BELL,14365 MILL STREET,VALLEY FORD,CA,94972,517111,38.317687,-122.921607,SO2,Sulfur Dioxide,CAP,TON,4.2876e-5
SALINAS VALLEY SOLID WASTE AUTHORITY,SALINAS VALLEY SOLID WASTE AUTHORITY (JOHNSON CANYON),31400 JOHNSON CANYON ROAD,GONZALES,CA,93926,562211,36.5285,-121.4089,SO2,Sulfur Dioxide,CAP,TON,0.7496
QUEEN OF THE VALLEY MEDICAL CENTER,QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,94558,622110,38.322311,-122.293783,SO2,Sulfur Dioxide,CAP,TON,0.023731299
G L MEZZETTA INC,G L MEZZETTA INC,105 MEZZETTA COURT,AMERICAN CANYON,CA,94589,311421,38.184249,-122.284533,SO2,Sulfur Dioxide,CAP,TON,0.011012174
GOLDEN HAMMER AUTO BODY & REFINISHING,GOLDEN HAMMER AUTO BODY & REFINISHING,2231  BUTLER AVE,LOS ANGELES,CA,90064,811121,34.035681,-118.44344100000001,SO2,Sulfur Dioxide,CAP,TON,8.48e-5
AL LARSON BOAT SHOP,AL LARSON BOAT SHOP,1046 S SEASIDE,TERMINAL ISLAND,CA,90731,336611,33.73347,-118.26833,SO2,Sulfur Dioxide,CAP,TON,4.98e-4
"TROJAN BATTERY COMPANY, LLC","TROJAN BATTERY COMPANY, LLC",9440  ANN ST,SANTA FE SPRINGS,CA,90670,335910,33.95522,-118.05772,SO2,Sulfur Dioxide,CAP,TON,0.0193727
"LA CITY, LA-GLENDALE WATER RECLAMATION","LA CITY, LA-GLENDALE WATER RECLAMATION",4600  COLORADO BLVD,LOS ANGELES,CA,90039,221320,34.13827,-118.27349,SO2,Sulfur Dioxide,CAP,TON,3.3125e-6
CALMAT CO,CALMAT CO,2715 E WASHINGTON BLVD,LOS ANGELES,CA,90023,324121,34.01766,-118.22258,SO2,Sulfur Dioxide,CAP,TON,0.01009376
CITY OF WEST SACRAMENTO,"WEST SACRAMENTO, CITY OF",400 NORTH HARBOR BOULEVARD,WEST SACRAMENTO,CA,95605,221320,38.596686,-121.550264,SO2,Sulfur Dioxide,CAP,TON,0.01
AT&T,AT&T,26120 COUNTY ROAD 6,DUNNIGAN,CA,95937,517111,38.887926,-122.022274,SO2,Sulfur Dioxide,CAP,TON,0.02
"WOODLAND, CITY OF","WOODLAND, CITY OF",42929 COUNTY ROAD 24,WOODLAND,CA,95695,921190,38.662165,-121.714752,SO2,Sulfur Dioxide,CAP,TON,0.01
THE TERMO COMPANY,THE TERMO COMPANY,SOUTH MOUNTAIN LEASES,SOMIS,CA,93066,211120,34.3158,-119.00823,SO2,Sulfur Dioxide,CAP,TON,0.029177547
JORO INC.,JORO INC.,CALUMET CYN TANK FARM / WELLS,FILLMORE,CA,93015,211120,34.36951,-118.86293,SO2,Sulfur Dioxide,CAP,TON,0.06076823
CALIFORNIA RESOURCES PRODUCTION CORPORATION,FORMER VENOCO-WEST MONTALVO,STATE-LEASE & COLONIA UNIT,OXNARD,CA,93030,211120,34.21953,-119.25558,SO2,Sulfur Dioxide,CAP,TON,0.0148065
CALIFORNIA STATE LANDS COMMISSION,RINCON ISLAND LEASES,5750 PACIFIC COAST HWY,VENTURA,CA,93001,211120,34.3475,-119.44596,SO2,Sulfur Dioxide,CAP,TON,0.001531428
CARBON CALIFORNIA OPERATING COMPANY,CARBON CALIFORNIA OPERATING COMPANY,OJAI OIL FIELD LEASES,SANTA PAULA,CA,93060,211120,34.433508,-119.138354,SO2,Sulfur Dioxide,CAP,TON,0.4623341
"J.P. OIL CO., INC.",E&B NATURAL RESOURCES,RUSSEL RANCH OIL FIELD,NEW CUYAMA,CA,93254,211130,35.00515,-119.81979,SO2,Sulfur Dioxide,CAP,TON,0.005086535
FINK RD LANDFILL,FINK ROAD LANDFILL,4000 FINK RD,CROWS LANDING,CA,95313,562211,37.397046,-121.140045,SO2,Sulfur Dioxide,CAP,TON,3.72222
CITY OF YUBA CITY WATER RECLAMATION PLANT,CITY OF YUBA CITY,202 BURNS DRIVE,YUBA CITY,CA,95991,221320,39.104933,-121.61375,SO2,Sulfur Dioxide,CAP,TON,0.027477499
SUTTER BASIN GROWERS,SUTTER BASIN GROWERS,21831 KNIGHTS RD,KNIGHTS LANDING,CA,95645,115114,38.805221,-121.716896,SO2,Sulfur Dioxide,CAP,TON,0.001357747
"YUBA CITY COGEN PARTNERS, LP",YUBA CITY COGENERATION,5087 N. TOWNSHIP RD,YUBA CITY,CA,95992,221112,39.136602,-121.63974,SO2,Sulfur Dioxide,CAP,TON,0.009
CALPINE GREANLEAF UNIT II/GILROY ENERGY CENTER,GREENLEAF UNIT II,875 NORTH WALTON AVE,YUBA CITY,CA,95993,221112,39.138921,-121.638344,SO2,Sulfur Dioxide,CAP,TON,0.09
SUTTER ENERGY CENTER,SUTTER ENERGY CENTER,5087A S. TOWNSHIP RD,YUBA CITY,CA,95993,221112,39.053158,-121.695895,SO2,Sulfur Dioxide,CAP,TON,2.034
ROYAL COATINGS,ROYAL COATINGS,3960 ROYAL AVENUE,SIMI VALLEY,CA,93063,332812,34.267538,-118.718434,SO2,Sulfur Dioxide,CAP,TON,0.00105036
"CALIFORNIA DAIRIES, INC","CALIFORNIA DAIRIES, INC",11709 E ARTESIA BLVD,ARTESIA,CA,90702,311511,33.87361,-118.0847,SO2,Sulfur Dioxide,CAP,TON,0.02358258
STANFORD UNIVERSITY,STANFORD UNIVERSITY,ESF-480 OAK ROAD,PALO ALTO,CA,94305,611310,37.431,-122.18,SO2,Sulfur Dioxide,CAP,TON,0.079295637
TULARE COUNTY SOLID WASTE DEPT,WOODVILLE LANDFILL,19800 ROAD 152,WOODVILLE,CA,93274,562212,36.1491,-119.2289,SO2,Sulfur Dioxide,CAP,TON,0.543282
"CALPEAK POWER - VACA DIXON, LLC","CALPEAK POWER - VACA DIXON, LLC",5157 QUINN ROAD,VACAVILLE,CA,95688,221112,38.39895,-121.924,SO2,Sulfur Dioxide,CAP,TON,0.25
RANCHO SIMI RECREATION & PARK DISTRICT,RANCHO SIMI PARK SWIMMING POOL,1765 ROYAL AVE.,SIMI VALLEY,CA,93065,713940,34.264842,-118.763481,SO2,Sulfur Dioxide,CAP,TON,0.0095103
AERA ENERGY LLC,AERA ENERGY LLC,3382 NORTH VENTURA AVENUE,VENTURA,CA,93001,211120,34.315873,-119.311607,SO2,Sulfur Dioxide,CAP,TON,6.618133025
CALIFORNIA RESOURCES PRODUCTION CORPORATION,CALIFORNIA RESOURCES PRODUCTION CORPORATION,SATICOY FIELD LEASES,SANTA PAULA,CA,93060,211120,34.31235,-119.10594,SO2,Sulfur Dioxide,CAP,TON,0.00741
"WHOLESOME HARVEST BAKING, LLC","WHOLESOME HARVEST BAKING, LLC",2701 STATHAM BLVD.,OXNARD,CA,93033,311812,34.17881,-119.16466,SO2,Sulfur Dioxide,CAP,TON,0.02963544
CALIFORNIA RESOURCES PRODUCTION CORPORATION,FORMER VENOCO - WEST MONTALVO,MCGRATH 4 POOL LEASE,OXNARD,CA,93030,211120,34.21073,-119.2447,SO2,Sulfur Dioxide,CAP,TON,0.1059975
"BMW OF NORTH MERICA, LLC",BMW - VEHICLE PREPARATION CENTER,5650 ARCTURUS AVENUE,OXNARD,CA,93033,423110,34.14564,-119.1708,SO2,Sulfur Dioxide,CAP,TON,0.0033491701
CALIFORNIA RESOURCES PRODUCTION CORPORATION,"CALIFORNIA RESOURCES PRODUCTION CR, S. MOUTAIN & W. MOUNTAIN",19424 SOUTH MOUNTAIN ROAD,SANTA PAULA,CA,93060,211120,34.341612,-119.028407,SO2,Sulfur Dioxide,CAP,TON,0.009813
CALIFORNIA RESOURCES PRODUCTION CORPORATION,CALIFORNIA RESOURCES PRODUCTION CORPORATION,SHIELLS AMINE PLANT LEASES,FILLMORE,CA,93015,211120,34.369393,-118.869234,SO2,Sulfur Dioxide,CAP,TON,1.731595
DELICATO VINEYARDS,DELICATO VINEYARDS,12001 S HIGHWAY 99,MANTECA,CA,95336,312130,37.855583,-121.219024,SO2,Sulfur Dioxide,CAP,TON,0.00696692
NORTHERN CALIFORNIA POWER,NORTHERN CALIFORNIA POWER,12745 N THORNTON RD,LODI,CA,95242,221122,38.088,-121.3871,SO2,Sulfur Dioxide,CAP,TON,1.62527965
CA DEPT OF CORR & REHAB,DEUEL VOCATIONAL INSTITUTE,23500 KASSON RD,TRACY,CA,95378,922140,37.747728,-121.33015,SO2,Sulfur Dioxide,CAP,TON,0.084313555
CITY OF STOCKTON,CITY OF STOCKTON,4 W BIANCHI RD,STOCKTON,CA,95207,924110,37.991611,-121.304682,SO2,Sulfur Dioxide,CAP,TON,1.846e-5
CITY OF STOCKTON,CITY OF STOCKTON,SWENSON PARK GOLF COURSE,STOCKTON,CA,95203,221320,38.008793,-121.345035,SO2,Sulfur Dioxide,CAP,TON,3.351e-5
CITY OF STOCKTON,CITY OF STOCKTON,DON AVE & MOSHER SLOUGH,STOCKTON,CA,95209,924110,38.028263,-121.345276,SO2,Sulfur Dioxide,CAP,TON,7.85e-6
CITY OF STOCKTON,CITY OF STOCKTON,DENTONI PARK & PRINCESS DR,STOCKTON,CA,95201,924110,38.036016,-121.330412,SO2,Sulfur Dioxide,CAP,TON,1.328e-5
SAN JOAQUIN DELTA COLLEGE BUS,SAN JOAQUIN DELTA COLLEGE,5151 PACIFIC AVE,STOCKTON,CA,95207,611310,37.995975,-121.31481,SO2,Sulfur Dioxide,CAP,TON,0.1669612258
SONOMAWEST HOLDINGS INC,SONOMAWEST HOLDINGS INC,"2064 GRAVENSTEIN HWY, NORTH",SEBASTOPOL,CA,95472,311421,38.3785,-122.80064,SO2,Sulfur Dioxide,CAP,TON,1.8412e-5
WILLOWBROOK FEEDS,WILLOWBROOK FEEDS,40 ELY ROAD,PETALUMA,CA,94975,311119,38.23702,-122.58652,SO2,Sulfur Dioxide,CAP,TON,0.001664012
J & M PRECISION SHEETMETAL,J & M PRECISION SHEETMETAL,430 AARON STREET,COTATI,CA,94931,332321,38.339082,-122.7163,SO2,Sulfur Dioxide,CAP,TON,1.2781e-5
CALIFORNIA RESOURCES PRODUCTION CORP,CALIFORNIA RESOURCES PRODUCTION CORP,"VERNALIS, 65-22 WELL",TRACY,CA,95304,211120,37.658804,-121.294262,SO2,Sulfur Dioxide,CAP,TON,0.00267
FORWARD INC. LANDFILL,FORWARD INC LANDFILL,9999 S AUSTIN RD,MANTECA,CA,95336,562212,37.874624,-121.1833,SO2,Sulfur Dioxide,CAP,TON,6.632002
APPLIED AEROSPACE STR CORP,APPLIED AEROSPACE STR CORP,3437 S AIRPORT WAY,STOCKTON,CA,95206,336411,37.918359,-121.261764,SO2,Sulfur Dioxide,CAP,TON,0.0033401
30 CES/CEIEC,30 CES/CEIEC,"END OF WESTPOINT AVE, PRINCETON BY THE SEA",HALF MOON BAY,CA,94019,928110,37.50097,-122.49348,SO2,Sulfur Dioxide,CAP,TON,4.63147e-4
"MAMMOTH PACIFIC, L.P.",MAMMOTH-PACIFIC,94 CASA DIABLO,MAMMOTH LAKES,CA,93546,22111,37.645674,-118.909529,SO2,Sulfur Dioxide,CAP,TON,6e-5
WESTWAY FEED PRODUCTS LLC,WESTWAY FEED PRODUCTS LLC,2115 W WASHINGTON ST,STOCKTON,CA,95203,311119,37.945551,-121.320551,SO2,Sulfur Dioxide,CAP,TON,0.0303
DUCOMMUN AEROSTRUCTURES INC,DUCOMMUN AEROSTRUCTURES INC,1885 N BATAVIA ST,ORANGE,CA,92865,336413,33.81876,-117.86144,SO2,Sulfur Dioxide,CAP,TON,0.0071
PIONEER EXPLORATION LLC,PIONEER EXPLORATION LLC - KW MM,KIRKWOOD MASTER METER STATION,CORNING,CA,96021,211120,39.865055,-122.140806,SO2,Sulfur Dioxide,CAP,TON,1.71e-4
PIONEER EXPLORATION LLC,PIONEER EXPLORATION LLC - WELL SITE 10,VICTOR RANCH #10,CORNING,CA,96021,211120,39.843141,-122.090913,SO2,Sulfur Dioxide,CAP,TON,2.65e-4
PACIFIC GAS AND ELECTRIC COMPANY,PG & E GERBER COMPRESSOR STA,22169 CHARD RD,GERBER,CA,96035,486210,40.063266,-122.214069,SO2,Sulfur Dioxide,CAP,TON,0.153
SIERRA PACIFIC WINDOWS,SIERRA PACIFIC WINDOWS,11605 READING ROAD,RED BLUFF,CA,96080,339113,40.128709,-122.199325,SO2,Sulfur Dioxide,CAP,TON,0.002
SIERRA PACIFIC INDUSTRIES,SIERRA PACIFIC INDUSTRIES,NE END OF ALAMEDA RD.,RICHFIELD,CA,96021,321911,39.978731,-122.171824,SO2,Sulfur Dioxide,CAP,TON,0.0256
SIERRA PACIFIC INDUSTRIES,SIERRA PACIFIC INDUSTRIES,11400 READING ROAD,RED BLUFF,CA,96080,321911,40.123431,-122.194458,SO2,Sulfur Dioxide,CAP,TON,0.02
ADVANCED FOOD PRODUCTS LLC,ADVANCED FOOD PRODUCTS LLC,1211 E NOBLE AVE,VISALIA,CA,93292,311514,36.326117000000004,-119.279933,SO2,Sulfur Dioxide,CAP,TON,0.0887
STYROTEK INC,STYROTEK INC,ROAD 176 & AVENUE 4,DELANO,CA,93215,326150,35.800392,-119.17895,SO2,Sulfur Dioxide,CAP,TON,0.1781117
SAPUTO CHEESE USA INC/LEGAL DEPT,SAPUTO CHEESE USA INC,800 E PAIGE AVE,TULARE,CA,93274,311513,36.1822,-119.3409,SO2,Sulfur Dioxide,CAP,TON,7.61255984
GRAPHIC PACKAGING INTERNATIONAL-VISALIA,GRAPHIC PACKAGING INTERNATIONAL-VISALIA,1600 KELSEY AVE,VISALIA,CA,93291,322211,36.34313,-119.38662,SO2,Sulfur Dioxide,CAP,TON,0.0084943
ADVENTIST HEALTH / JLL,ADVENTIST HEALTH TULARE,869 CHERRY ST,TULARE,CA,93274,622110,36.220297,-119.337783,SO2,Sulfur Dioxide,CAP,TON,0.0183101
RUIZ FOOD PRODUCTS INC,RUIZ FOOD PRODUCTS INC,501 S ALTA AVE,DINUBA,CA,93618,311423,36.5414,-119.3953,SO2,Sulfur Dioxide,CAP,TON,0.33213645
"CALIFORNIA DAIRIES, INC.","CALIFORNIA DAIRIES, INC.",11894 AVENUE 120,TIPTON,CA,93272,311514,36.0094,-119.3054,SO2,Sulfur Dioxide,CAP,TON,1.0571488
DREYERS GRAND ICE CREAM,DREYERS GRAND ICE CREAM,970 E CONTINENTAL AVE,TULARE,CA,93274,311520,36.185765,-119.336733,SO2,Sulfur Dioxide,CAP,TON,0.022568
CO OF TULARE CAPITAL PROJECTS/FACILITIES,COUNTY OF TULARE,36712 ROAD 112,VISALIA,CA,93277,922140,36.455691,-119.322303,SO2,Sulfur Dioxide,CAP,TON,0.0018600000000000001
"CHW ENTERPRISES, INC","CHW ENTERPRISES, INC",7515 SUNNYVIEW AVE,VISALIA,CA,93291,335312,36.350269,-119.375035,SO2,Sulfur Dioxide,CAP,TON,5.64e-5
CROP PRODUCTION SERVICES,CROP PRODUCTION SERVICES INC,3201 AVENUE 54,ALPAUGH,CA,93201,325312,35.886051,-119.50086,SO2,Sulfur Dioxide,CAP,TON,0.0112
FOSTER FARMS - ENV AFFAIRS,FOSTER COMMODITIES,1010 18TH ST,KINGSBURG,CA,93631,311999,36.51051,-119.547593,SO2,Sulfur Dioxide,CAP,TON,0.03533
PORTERVILLE DEVELOPMENTAL CEN,PORTERVILLE DEVELOPMENTAL CEN,26501 AVENUE 140,PORTERVILLE,CA,93258,622210,36.0382,-118.9825,SO2,Sulfur Dioxide,CAP,TON,0.078510313
BLUESCOPE BUILDINGS NORTH AMERICA INC,BLUESCOPE BUILDINGS NORTH AMERICA INC,7440 DOE ST,VISALIA,CA,93291,332311,36.346319,-119.37455,SO2,Sulfur Dioxide,CAP,TON,0.00768
CITY OF DAVIS,"DAVIS, CITY OF",2600 FIFTH STREET,DAVIS,CA,95616,921190,38.551801,-121.719095,SO2,Sulfur Dioxide,CAP,TON,0.01
LEVEL (3) COMMUNICATIONS,"LEVEL (3) COMMUNICATIONS, LLC",1075 TRIANGLE COURT,WEST SACRAMENTO,CA,95605,517111,38.587261,-121.530448,SO2,Sulfur Dioxide,CAP,TON,0.01
BIMBO BAKERIES USA INC,BIMBO BAKERIES USA,3211 6TH AVENUE,SACRAMENTO,CA,95817,311812,38.54615,-121.47309,SO2,Sulfur Dioxide,CAP,TON,0.01468812
"HUHTAMAKI FOODSERVICE, INC.","HUHTAMAKI, INC",8450 GERBER RD,SACRAMENTO,CA,95828,322299,38.48105,-121.38563,SO2,Sulfur Dioxide,CAP,TON,0.106952
AIR PRODUCTS MFG CORP,AIR PRODUCTS MFG CORP,5025 83RD ST,SACRAMENTO,CA,95826,325120,38.529694,-121.399835,SO2,Sulfur Dioxide,CAP,TON,0.020541952
ARCHITECTURAL BLOMBERG DBA BLOMBERG WINDOW SYSTEMS,ARCHITECTURAL BLOMBERG DBA BLOMBERG WINDOW SYSTEMS,1453 BLAIR AVENUE,SACRAMENTO,CA,95822,332321,38.513199,-121.504434,SO2,Sulfur Dioxide,CAP,TON,4.451469e-4
SOUTHERN CALIFORNIA EDISON,SO CA EDISON,HY 101 NUCLEAR GEN STATION,SAN ONOFRE,CA,92672,221121,33.36893,-117.55479,SO2,Sulfur Dioxide,CAP,TON,0.0019696
UNION TRIBUNE PUBLISHING CO,SAN DIEGO UNION TRIBUNE LLC,350 CAMINO DE LA REINA,SAN DIEGO,CA,92108,513110,32.76394,-117.165298,SO2,Sulfur Dioxide,CAP,TON,0.00182385
GENERAL DYNAMICS NASSCO,GENERAL DYNAMICS NASSCO,2798 EAST HARBOR DR,SAN DIEGO,CA,92113,336611,32.690999,-117.133197,SO2,Sulfur Dioxide,CAP,TON,0.041681313
SCE - LUGO SUBSTATION,SCE - LUGO SUBSTATION,6655 ESCONDIDO STREET,HESPERIA,CA,92344,335311,34.3683,-117.3712,SO2,Sulfur Dioxide,CAP,TON,2.053e-5
SCE - VICTORVILLE,SCE - VICTORVILLE,12353 HESPERIA ROAD,VICTORVILLE,CA,92395,221122,34.475859,-117.289494,SO2,Sulfur Dioxide,CAP,TON,4.26e-5
PALOMAR MEDICAL CENTER,PALOMAR MEDICAL CENTER,555 VALLEY PY E,ESCONDIDO,CA,92025,622110,33.1195,-117.0882,SO2,Sulfur Dioxide,CAP,TON,0.0104696
EASTERN MUNICIPAL WATER DISTRICT,EASTERN MUNICIPAL WATER DISTRICT,17140  KITCHING ST,MORENO VALLEY,CA,92551,221310,33.87057,-117.21819,SO2,Sulfur Dioxide,CAP,TON,0.4269901
"COURT GALVANIZING, INC.","COURT GALVANIZING, INC.",4937 ALLISON PARKWAY,VACAVILLE,CA,95688,332812,38.390943,-121.964457,SO2,Sulfur Dioxide,CAP,TON,0.01
NORTHBAY HOSPITAL GROUP VACAVALLEY HOSPITAL,NORTHBAY HOSPITAL GROUP VACAVALLEY HOSPITAL,1000 NUT TREE ROAD,VACAVILLE,CA,95687,622110,38.355785,-121.951801,SO2,Sulfur Dioxide,CAP,TON,0.05
"BASALITE CONCRETE PRODUCTS, LLC DBA BASALITE","BASALITE CONCRETE PRODUCTS, LLC DBA BASALITE",605 INDUSTRIAL WAY,DIXON,CA,95620,327331,38.461642,-121.812972,SO2,Sulfur Dioxide,CAP,TON,0.02
NAVAL RADIO TRANSMITTER FACILITY,NAVAL RADIO TRANSMITTER FACILITY,7200 RADIO STATION ROAD,DIXON,CA,95620,928110,38.387,-121.786,SO2,Sulfur Dioxide,CAP,TON,0.01
"WASTE MANAGEMENT OF CALIFORNIA, INC",SIMI VALLEY LANDFILL,2801 MADERA ROAD,SIMI VALLEY,CA,93065,562212,34.291033,-118.8034,SO2,Sulfur Dioxide,CAP,TON,3.3572167104
"HUNTINGTON BEACH CITY, WATER DIVISION","HUNTINGTON BEACH CITY, WATER DIVISION",8851  WARNER AVE,HUNTINGTON BEACH,CA,92647,221310,33.71585,-117.97459,SO2,Sulfur Dioxide,CAP,TON,0.00578
TRANSPORTATION AGENCY,TRANSPORTATION AGENCY,101 W YOUNGER STREET,SAN JOSE,CA,95110,333914,37.354285,-121.908686,SO2,Sulfur Dioxide,CAP,TON,3.2908e-5
"FMT SJ, LLC DBA FAIRMONT HOTEL, SAN JOSE","FMT SJ, LLC DBA FAIRMONT HOTEL, SAN JOSE",170 SO MARKET STREET,SAN JOSE,CA,95113,721110,37.332824,-121.889379,SO2,Sulfur Dioxide,CAP,TON,0.008724813
HONEYWELL INTERNATIONAL,HONEYWELL INTERNATIONAL,3500 GARRETT DRIVE,SANTA CLARA,CA,95054,325998,37.380263,-121.98472,SO2,Sulfur Dioxide,CAP,TON,2.3701e-5
GREIF PACKAGING LLC,GREIF PACKAGING LLC,235 SAN PEDRO AVENUE,MORGAN HILL,CA,95037,322219,37.121796,-121.640915,SO2,Sulfur Dioxide,CAP,TON,8.0425e-5
