totalpop,agedep,drovealone,walked,fromhome,lfblack,geoid_tract
4410,60.7,57.4,1.7,7.3,59,42101025400
2775,51.3,40.4,0.4,14.2,57,42101025500
2817,62.4,61.5,2.8,11.9,62.4,42101025600
3997,47.4,49.3,4.4,9.9,59.4,42101025700
1789,103.5,51.4,0,0.6,60.7,42101025800
4400,61.9,50.4,0.9,1.4,57.4,42101025900
3206,59.3,62.1,0.8,6.2,64,42101026000
3263,79.4,63.7,1.3,1.4,56.3,42101026100
3792,58.1,58,0,4.1,62.9,42101026200
3772,71,42.9,2.5,13.7,61.4,42101026301
4629,78.5,50.6,0,5.8,61.4,42101026302
5728,61.5,66.9,0,1.5,65.3,42101026400
2408,67.9,72.9,3.1,13.5,28.6,42003525200
2275,67.5,75.7,2.5,13.1,0,42003525300
7727,71.5,85.4,0.6,6.1,91,42003526101
2175,63.4,81,0,3.4,57.1,42003526102
3796,70.5,80.8,1.2,10,68.4,42003526201
4528,70.6,75.6,0.9,14.6,75,42003526202
3876,91.7,85.7,0,6.2,NA,42003526301
5035,63.6,69.5,0,16.2,100,42003526302
1775,67.5,61.4,14.3,2.6,65.8,42003550900
3243,63.5,66.7,11.6,0,67.2,42003551200
2624,76.6,69.2,6.3,10.1,80.1,42003551300
1485,63,37.8,12.3,4.6,63.9,42003551900
2155,54.9,54.6,3.2,0,58.6,42003552000
1577,142.2,34.3,3.6,0,61.5,42003552100
868,70.2,85.6,3.9,0,18.2,42003552200
1637,81.3,57,4,0,54,42003552300
3764,88.8,69.1,1,6.6,46.4,42003552400
1664,26.2,45.2,1,12.5,67.9,42003560400
2491,22.9,59.2,1.6,15.8,100,42003560500
3861,85.8,51.9,3.2,1.5,50.8,42003561400
3027,80.6,58.1,2.7,16,56.2,42003561500
2050,112.9,64,0,0,36.8,42003561900
2731,18.9,19.3,54.7,6.7,38.2,42003562000
2656,70.6,63.4,15.3,7.2,43.1,42003562300
2780,78.1,60.1,3.7,1.9,63.3,42003562400
2288,74.8,45.2,4.2,6.6,58.3,42003562500
2624,56.5,81.8,1.6,3.9,74.6,42003562600
1871,24.7,34.1,33.9,11.9,42,42003562700
1415,59,63.9,3.8,7.2,56.6,42003562800
1567,83.9,53.8,1.9,3.1,41.7,42003562901
2964,38.7,56.4,5.5,7,62,42003563000
3599,53.7,65.9,1,7.4,78.2,42003563100
288,7.5,35.3,30.6,29.8,NA,42003563201
1874,26.3,39.8,18.2,10.2,32.9,42003563202
1395,92.7,81.1,1.4,10.9,94.8,42003563300
3818,137.3,76.1,2,10.1,63.2,42003563800
4134,49.2,73.8,0.4,11,85.3,42003563900
6642,63.3,88.3,0.3,5.9,55.4,42003564000
841,111.3,75.6,3.2,14.9,0,42003564100
2052,82.2,78.9,1,12.4,100,42003564200
5648,68.8,81.6,2.7,4.4,72.1,42003564400
3150,56.2,71.5,0.6,2.8,80,42003564500
2284,55,35,3.8,10.6,72,42003564700
2040,110.3,26.5,8.8,12.9,48.2,42003564800
5582,65.8,85.1,0,6.6,58.4,42017100809
4965,39.7,77,0,9.1,84.1,42017100811
7370,64.9,75.7,0,11.8,68.3,42017100900
2928,33.8,80.7,3.5,4.1,63.7,42017101100
4815,56.2,80,1.7,8.6,74.2,42017101401
5450,64.9,88.7,0,4.5,NA,42017101403
2991,60.3,81.3,0.4,6.3,80.8,42017101404
5883,56.4,79.1,1,3.3,81.2,42017101405
4005,55.2,77.8,0,13.2,100,42017101503
2528,127.3,87.4,0.8,7.1,100,42017101504
3446,69.2,81,0,8.6,63.9,42017101505
4995,67.8,84.8,0.6,3.6,0,42017101506
3323,60.8,85.7,1.1,1.1,87.3,42017101603
4258,42.7,79.4,2.4,7.4,68.3,42017101605
4544,85.1,85.5,0.3,6.4,71.9,42017101607
3559,67.9,88.9,1.1,5.1,61.7,42017101609
4288,56.4,80.3,2.2,9.2,92.9,42017101610
6663,134.4,91.4,0.6,1.7,63,42017101611
6210,46,73.1,0,18,68.3,42017101802
1948,52.9,87,1,5.5,46.2,42017101805
4095,66.7,74.6,0.7,9.1,75.7,42017101807
2643,63.3,85.6,0.7,6.5,69,42017101808
3782,83.4,81.5,3.6,5,74.4,42017101809
5750,87.7,86.8,0.3,4.8,2.6,42017101810
4212,55.5,78.5,0.8,10.6,32.5,42017101900
2713,62.7,86.4,1,7.9,61.1,42017102002
3863,65.8,83.3,0.6,6.3,0,42017102003
4826,63.6,80.4,0.9,11.4,93.5,42017102004
3248,64.2,85,0.4,9.7,100,42017102102
5861,72.8,79.1,1.1,10.8,77.7,42017102104
5731,53.6,86.7,2.5,5.6,68.8,42017102300
3980,57.4,88.3,0.4,4.9,63.1,42017102401
4666,41.8,87.7,1.9,4.8,81,42017102402
4475,46.9,85.8,2.7,7,0,42017102500
2081,88.5,91.6,2.6,4.1,0,42017102600
5040,108.1,90.5,1.8,6.2,56,42017102700
3448,73.5,84.1,0.9,7.9,100,42017102801
2056,45.3,81.8,2,5.9,66.7,42017103101
1664,73.2,74.3,5.9,9.1,18.9,42017103102
5087,54.8,73.4,12.9,4.4,88.3,42017103103
1976,61,86.9,0.4,7.8,NA,42017103300
5215,70.7,80.3,2.2,11,0,42017103400
3389,49.7,82.4,2.3,13,NA,42017103700
1145,65.7,83.8,0.7,14,0,42017103800
3950,77.4,76.9,3.5,11.6,0,42017103900
3683,74.2,69,2.2,13.1,49.2,42045409000
4333,72.1,78.6,3.3,4.3,81.1,42045409100
4295,61.3,76.8,3,6.7,92.9,42045409200
2303,76.1,67.4,5.7,6.6,91.3,42045409300
2970,70.2,74.9,1.6,7.1,39.3,42045409400
4688,59.7,74,1.7,8.7,76.2,42045409500
4792,83,57.2,1.8,10.8,63.4,42045409601
5034,26.9,53.2,10.3,19,37.2,42045409602
6946,53,52.6,11.1,24.5,54.8,42045409701
6970,68.6,67.5,6.5,7.5,70.2,42045409803
6113,46.8,53.7,15.5,14.4,49.7,42045409804
5841,90.8,82.4,0,5.8,71.4,42045409902
3804,75.8,77.7,3.2,7.9,71.3,42045409903
4006,94.7,72.5,3,14.5,0,42045409904
4112,94.7,77.8,2,17.1,58.9,42045410000
4910,97,74.3,2.6,13.6,12.1,42045410101
2770,59,80.5,0.3,12.7,NA,42045410102
3715,75.5,81.2,0,16.3,77.5,42045410200
4366,85.7,81.1,1.3,13.7,84.6,42045410303
4203,60.5,81.2,0.9,1.5,NA,42045410304
5252,143.1,70.4,3.2,20.3,96.4,42045410305
3838,26.5,72.7,1.6,18.4,3.5,42045410306
2157,57.7,85.9,0,8,0,42045410401
3760,61.2,89.7,0,7.5,5.9,42045410402
3292,54.8,75,2.1,11.7,35.3,42045410403
5408,56.1,42.5,7.9,2.5,68.3,42045410500
3973,54.5,86.1,0,4.6,100,42045410601
4181,70.2,78.9,1.3,4.5,65.7,42045410602
5162,54.8,53.8,1.8,0,47.7,42045410700
7870,63.8,82.5,2.3,6.3,37.9,42045410800
0,NA,NA,NA,NA,NA,42045980000
1978,17,29.3,49.3,7.1,33.3,42045980100
0,NA,NA,NA,NA,NA,42045980200
202,25.5,0,100,0,NA,42045980300
1434,74.5,87.6,2.6,6.7,NA,42047950100
3076,83.1,86.5,2.1,4.9,100,42047950200
3781,57.8,75.5,9.2,3.5,0,42047950400
2304,66.4,80.3,9.1,1.6,100,42047950500
2392,76.7,89.2,0.3,1.7,NA,42047950900
4757,67.4,90.4,0.6,1.8,88.6,42047951000
5261,78.6,77.6,2.8,1.2,0,42047951100
1934,65,76.4,2.1,3.7,NA,42047951200
5138,70.6,87.2,0.1,0.3,NA,42047951300
1276,53,51.1,26.2,2.6,21.7,42049000100
2914,60.7,86.5,3.4,4,NA,42083420500
5104,68.7,82.5,4,2.3,100,42083420600
4212,66.1,81.3,1.7,7.3,100,42083420700
3985,72.9,88.5,2.7,3.1,0,42083420800
1994,80.3,84.6,1.8,3.2,100,42083420900
5493,34.1,79.9,5.3,6.1,2.2,42083421000
3325,84.8,78,3.5,4.7,62.5,42083421100
2441,65.9,75.8,4.1,8.9,100,42083421200
1768,57.9,78.8,0,3.8,34.9,42085030100
3448,46.3,89.1,6.4,0.5,84.2,42085030300
2728,89.3,91.9,0,5.8,93.2,42085030400
2143,44.8,78.4,5.2,6.5,84.4,42085030500
2720,102.7,87.5,5.3,0.1,32.5,42085030900
1495,88.5,82.2,0,1.1,42,42085031100
5395,86.4,84.5,0.9,6.5,89.1,42085031200
2721,79,89,1.2,6.9,0,42085031300
4978,72.4,86.9,0.8,0.3,61.8,42085031400
2298,77.9,88.4,3.8,4.3,NA,42085031700
4837,75.1,75.1,2.4,8.2,100,42085031800
4362,70.3,89.8,0.4,2.8,75,42085031900
5382,116.8,82.7,1.6,3,6.4,42085032000
2673,33.1,74.1,12.6,8.4,79.6,42085032100
2674,87.4,86.1,1,4.4,100,42085032200
3030,67.7,91.3,0.8,2.9,100,42085032300
1581,37,84.1,0,0,100,42085032401
1479,58.7,89.9,0.5,0,100,42085032402
2462,64,92.2,1.3,1.2,NA,42085032403
2195,80.7,84.9,2.3,3.7,NA,42085032502
1776,89.5,69.3,4.5,6.6,100,42085032503
2796,72.2,79.8,1.8,3.3,80,42085032504
1423,79.9,82.5,3.3,6.7,100,42085032505
5825,79.2,83.8,0.9,7,5.6,42085032601
4499,31.5,81.8,4.7,3.4,0,42085032602
4837,83.6,89.9,1.4,4,0,42085032701
2560,76.3,76.3,7.6,5.7,100,42085032702
2949,61.5,85.5,0.6,6.6,50,42085032801
2540,106,84.9,1.8,3.8,0,42085032802
2798,78.8,72,1,2.3,60,42083420400
3152,68.8,81.2,3.1,7.7,0,42085032900
4677,27.1,51.1,22.9,15.6,39.2,42085033000
4793,73.6,78.2,2.1,7.4,0,42085033100
3014,72.2,73.3,3.6,0,46.8,42085033200
2800,80.4,77.3,0,2.1,5.8,42085033300
2509,91.1,66.9,5.5,1.4,57.3,42085033400
3808,63.7,84.8,0,2.7,NA,42087960100
5217,72.9,56.8,1.2,0,63.1,42101026500
6645,69.9,47.9,2.1,5.2,65.2,42101026600
7298,57.6,56.9,1,5,59.7,42101026700
4408,47.4,41.1,0,5.3,52.1,42101026800
2268,58.2,51.3,0,5.8,67.2,42101026900
2668,66.3,71.4,0,5.6,67.4,42101027000
2786,55.7,66.4,0,1.2,66,42101027100
4746,72,67.5,0,6,63.5,42101027200
5598,41.1,55.9,0.8,3.5,65.5,42101027300
2798,37,53.5,0.6,3.5,71.6,42101027401
7739,59.4,62.7,0,2.1,63.5,42101027402
4801,50.5,71.9,0,0,73.4,42101027500
4347,46.9,43.7,0.8,2,66.7,42101027600
4935,58.3,69.7,2.6,1,60,42101027700
4473,76.8,38.3,0.8,3.8,66.1,42101027800
3806,59.4,37,2.7,7,63.5,42101027901
4557,40.7,44,20.8,7.3,59.2,42101027902
4132,79.8,59.1,1.8,0.3,40.5,42101028000
4738,46.9,57.5,2.2,7.5,71.4,42101028100
4484,77.2,45.8,3.4,6.3,63.2,42101028200
7386,84.7,44.5,0,0,49.1,42101028300
3598,64.4,40.2,8,1,54.4,42101028400
2877,79.3,59.8,1,0,55.4,42101028500
6515,46.3,70.6,0,1,70.1,42101028600
2784,109,56.4,16.6,3.3,77,42101028700
5001,56.6,62.8,4.6,5.2,49.9,42101028800
4578,77.6,59,1.3,0.7,75.8,42101028901
6906,55.5,60.6,1.1,0,69.4,42101028902
8010,93.6,58.1,0,7.1,74.3,42101029000
4824,93,53.4,5.8,3.1,65.1,42101029100
4881,69.2,71.6,1.2,4.9,71.3,42101029200
3048,89.4,55.5,0,0,62.4,42101029300
3811,84.4,31.6,0.8,8.5,49.6,42101029400
5303,62.9,60.6,1.3,6.3,56.2,42101029800
4531,79.5,45.6,1.8,0,66.1,42101029900
7376,91.9,46.7,6,5.9,48.2,42101030000
6225,53.3,48.1,1.1,2.3,70.1,42101030100
8835,49.7,50.7,4,4.7,62.9,42101030200
5348,71,51.5,0.9,2.4,64.2,42101030501
7702,101.6,62.3,4.5,0.6,66.7,42101030502
6851,61.1,76.7,2.4,0.5,90.4,42101030600
4421,57,57.1,3.4,3.3,77.6,42101030700
5727,73.4,80.3,1.3,2.1,55.8,42101030800
2694,43.1,57.2,14.7,8.4,44.7,42003565100
2864,39.2,45.6,18.1,6.5,59.9,42003565200
1256,59.8,83.1,0,3.4,92.7,42003565300
0,NA,NA,NA,NA,NA,42003980000
0,NA,NA,NA,NA,NA,42003980100
0,NA,NA,NA,NA,NA,42003980300
0,NA,NA,NA,NA,NA,42003980400
23,130,NA,NA,NA,NA,42003980500
7,NA,NA,NA,NA,NA,42003980600
0,NA,NA,NA,NA,NA,42003980700
0,NA,NA,NA,NA,NA,42003980800
934,2.3,NA,NA,NA,0,42003980900
0,NA,NA,NA,NA,NA,42003981000
0,NA,NA,NA,NA,NA,42003981100
0,NA,NA,NA,NA,NA,42003981200
434,197.3,13.3,48.3,11.7,27.4,42003981800
4673,1.5,10.2,59.3,8.6,35.7,42003982200
4543,72.9,78.9,4.2,4.7,0,42005950100
2074,79.7,84,0.3,5.4,NA,42005950200
3336,92.8,80,0.6,7.2,67.8,42005950300
2356,62.5,78.4,1.7,3.1,0,42005950400
5447,85.6,84.3,1.9,4.1,100,42005950500
3001,51.9,82.1,1.2,5.8,0,42005950600
3816,61.5,83.7,3.1,4,NA,42005950700
3765,63.1,89.4,0.2,4.3,NA,42005950800
4937,69.7,82.2,0.6,4.1,100,42005950900
2797,65.2,81.3,9.6,2.2,15.4,42005951000
3751,69,80.4,4.3,3.5,66.3,42005951100
5765,58,78.9,1,10.1,66.7,42005951200
2411,75.5,89.3,1.6,3.7,58.3,42005951300
2582,83.3,70.4,1.4,4.2,31.3,42005951400
2594,64.8,78,6.2,5.4,85.7,42005951500
4515,82.9,87.8,0,0.9,NA,42005951600
3707,68.4,86.8,1.1,6.9,NA,42005951700
2154,66.6,77.8,4.5,4.6,72.7,42005951800
1805,78.7,78.4,6.2,5.6,0,42005951900
2159,70.1,77.6,0.6,6.3,33.3,42007600601
2655,99.6,83.2,0,2.2,0,42007600602
2791,56.4,82.7,1.6,6.5,NA,42007600701
4810,74.8,91.2,0,4,73.5,42007600702
3448,92.7,80.9,0.1,7.2,83.7,42007601000
2943,43,69,21.3,4.2,70.9,42007601100
2741,73.3,81.9,6.5,0,52.1,42007601200
2709,69.5,61.9,3.6,5.2,69.2,42007601300
7180,69.3,66.7,1,26.2,NA,42017104000
2110,48.6,88.6,2.3,5.5,100,42017104100
3070,72,82.2,0,14.3,NA,42017104201
5697,56.4,75.4,1.8,16.9,100,42017104203
5429,56.4,85.7,0.6,10.6,80.9,42017104204
2571,85.4,72.4,1,21.3,100,42017104301
4356,83,68.6,4.9,20,75.7,42017104303
1630,88.2,72.1,1.8,23.6,100,42017104304
2518,53.3,66.7,2.6,20.1,NA,42017104400
7857,78.6,76.6,0,15.2,41,42017104502
4366,67.2,82.3,0.3,8.1,NA,42017104503
5701,54.9,69.9,1.3,20.4,17.2,42017104505
2342,83.1,73.9,0,17.9,100,42017104506
4208,80.1,74.4,0.9,18.8,100,42017104601
7109,77.6,70.6,1.1,18.6,12.7,42017104603
6091,88.1,78.4,1.1,9.7,0,42017104604
3373,66.4,76.7,7.3,7.9,40.7,42017104701
2791,69.8,74.4,17.1,3.3,29,42017104702
2118,78.3,79.8,3.2,13.3,100,42017104703
2957,41.8,76.1,4.2,9.9,72.4,42017104800
6750,58,79.4,0,12,76.2,42017104901
7894,75.8,82.8,1,12.9,100,42017104902
7055,169.5,84.4,0.7,7.6,85.7,42017105003
5583,67.3,74.8,1,12.5,74.8,42017105004
4742,66.2,77.6,0,9.8,62.5,42017105006
4049,82,82.4,1,10.7,83.1,42017105008
2951,86.4,85.3,0.1,8.2,100,42017105009
3348,65.3,88.9,1.5,1.9,74.5,42017105010
3285,61.1,76.2,0,16.3,100,42017105011
2597,77.9,84.6,2.2,5.7,NA,42017105012
5605,64,80.6,0,11.9,NA,42017105013
3094,64.7,76.8,1.2,15.9,38.3,42017105100
4654,74.8,75,2,7.4,67.1,42017105202
2211,67.5,78.4,0.9,12.6,100,42017105203
5588,67.4,88.2,1.2,6.5,60.7,42017105206
4820,57.3,69,1.1,18.6,81,42017105207
2333,50,73.2,0.4,10.8,NA,42017105208
1951,64.4,70.6,8.6,11.7,0,42017105300
4158,98.7,77.1,0,13.6,76,42017105401
4345,58.9,71.1,0,18.2,100,42017105402
3969,69,65,0.6,21.1,100,42017105505
4338,70.1,64,0,18.2,85.2,42017105506
6742,75.3,76.1,0.4,8.5,67.2,42017105507
3385,62.4,74.6,0.5,13.1,71.9,42017105508
3649,78.9,82.2,1.4,2.7,59.3,42049000200
3154,51.5,59.2,10.9,6.5,43.1,42049000300
2250,29.6,61.9,10,6.5,71.2,42049000400
3406,64,62.4,1.9,2.4,68,42049000500
3141,68,66.1,0.6,2.9,82.7,42049000600
2036,48.9,44.6,4.1,3,51.7,42049000700
1938,47.3,61.1,24.1,2.4,46.8,42049000800
2563,69,67.8,3.8,0,100,42049000901
2519,29.7,48.1,25.8,11.8,80.7,42049000902
3102,52.1,71.1,8.5,3.3,74.5,42049001000
2662,47.3,79.9,0,0.8,96.4,42049001100
2502,65.5,59.4,3.2,8.5,32.3,42049001200
1688,90.1,63.9,6.3,2.4,55.8,42049001300
2620,20.5,36.1,16.9,0,20.6,42049001400
3047,108.8,44.5,3.8,0.2,60.9,42049001500
4313,64.1,76.1,1,2,63.5,42049001600
2726,56.8,58.7,7.6,1.5,63.6,42049001700
2013,98.1,62.3,10.6,0,63.5,42049001800
1596,86.9,56.7,3.6,7.5,47,42049001900
3722,45.1,77.3,3.9,2,86,42049002000
3959,68.4,84,0.4,2.7,71.5,42049002100
4036,62.7,87.6,2.3,1.2,64.5,42049002200
2454,78.2,82.2,1.2,0,100,42049002300
2979,60.6,67.7,3.5,2.9,91.5,42049002400
2612,48,75.1,1.3,3.1,60.6,42049002500
4119,57,68.5,2.5,12.9,69.1,42049002600
6568,73.3,86.5,0.9,1.6,54.1,42049002700
6805,49.8,69.7,8.1,3.3,78.7,42049002800
2888,63.3,77.3,0.9,4.7,41.8,42049002900
4273,65,84.2,0.5,0.9,35.4,42049003000
3294,64.9,88.3,0.6,6.3,0,42049010101
1914,67.6,77.5,0.6,7.3,NA,42049010103
2459,63.6,82.4,4,6.1,9.5,42049010104
1342,69,80.8,4.2,4.7,88.2,42049010107
2455,6.5,100,0,0,0,42049010108
5901,65.7,82,1.5,2.7,54.2,42049010201
5280,71.9,84.1,0.1,4.4,NA,42049010202
4807,80.1,88.2,1.3,3.7,100,42049010301
5300,88.1,83.8,0,5.3,0,42049010303
4782,85.3,88.3,0,4.8,21.7,42049010304
4809,68.7,83.3,0,8,NA,42049010400
3370,53.5,82.3,1.3,8.3,36.7,42049010500
4120,64.8,81.6,0,5.4,98.5,42049010700
3173,82.8,81.4,0,6,100,42049010800
3969,89.9,82.4,0.6,4.6,67.7,42049010902
6898,74.4,90,0,2.3,64.2,42049010903
5409,120.4,59.4,4.8,14.6,63.2,42087960300
3086,67.1,84.6,0.8,2.6,53.8,42087960400
3858,87.1,89.1,1.6,4.6,100,42087960500
5589,69.9,87.6,1.4,4.2,33.3,42087960600
2480,80.8,83.1,2.6,2.4,NA,42087960700
3256,51,77.8,4.8,0.6,0,42087960800
2421,83.4,79.1,4.8,0,100,42087960900
1820,66.2,86.6,1.6,5.7,98,42087961000
3334,70.5,83.6,0.3,4.7,NA,42087961101
3973,104.8,83.1,4.2,1.3,100,42087961102
3073,72.8,82.6,0.4,7.9,0,42087961200
3673,57.9,85.4,0.7,1.7,69.4,42089300101
3821,58.1,72.5,1.5,0.6,42,42089300103
2604,37.9,83,0,2.4,56,42089300104
4120,48.5,85,1.7,6.3,71.1,42089300201
3106,57.6,74.5,3.5,2.5,77.5,42089300203
3120,46.4,91.4,0,1.9,71.5,42089300204
3099,51.2,76.8,0,1.5,79.3,42089300308
1170,95,53.2,0,7.6,0,42089300311
1934,43.7,69.3,0,10.5,38.7,42089300312
1808,104.3,75.4,0,9.2,40.3,42089300313
1642,71.6,77.9,0,0,63.7,42089300314
2918,75.3,70.7,0.7,6,19.1,42089300315
3842,61.4,87.2,0.8,6.7,42.4,42089300316
4662,51.9,75.1,1.1,1.3,76.1,42089300317
1836,73.5,53.9,0,10.6,50.3,42089300318
3068,49.2,67.3,0,7.1,67.7,42089300319
2166,50.8,69.5,1.7,20.3,0,42089300320
3262,49.9,88.7,0,8.9,66.5,42089300321
2481,48.9,77,0,0,67.5,42089300322
1855,50.1,76.3,0,0,0,42089300323
4498,53,86,1.2,5,58.4,42089300401
5620,78,80.2,0,4.5,50.2,42089300404
857,80.4,61.5,0,12.4,100,42089300405
2857,69.7,89.4,0,6.5,55.9,42089300406
4031,65.9,55.9,0.3,10.9,67.5,42089300407
2501,44.1,77.7,1,7.5,70.5,42089300501
4072,78.9,72.9,1.2,7.5,NA,42087960200
5675,70.5,77.5,0.5,15.5,64.8,42089300502
4616,53.4,84.1,3.7,1.4,64.9,42089300600
5616,42.3,66.9,10.4,5,58.7,42089300700
2873,116,89.9,6.8,3,59.4,42089300801
2641,66.5,57,12.7,11.2,81.1,42089300802
4204,112.3,79.1,1.8,9.5,82.4,42089300901
4753,66.8,48.8,1.6,2.4,76.2,42101030900
7529,70.7,67.6,4.3,1.7,77.4,42101031000
4967,73,61.6,0.7,0.9,75.5,42101031101
4709,87.8,40.2,3.8,8,79,42101031102
5146,61.4,66.5,2.7,11.4,74.6,42101031200
7692,65.8,53.5,3.5,3.9,81.8,42101031300
7691,61.7,42,2.4,4,76.3,42101031401
6158,75.4,62.1,1.6,0,70.5,42101031402
7134,70.1,63,2.2,0.6,49.2,42101031501
3758,56,61.7,0.2,7.1,72.2,42101031502
6553,61.9,73.6,0.8,0.1,85.3,42101031600
5200,49.4,68.6,0,1.5,78.6,42101031700
4305,55.9,69.5,5.4,1.9,78.2,42101031800
5562,60.7,63.6,0.8,2.8,80.6,42101031900
7941,83.6,56.7,3,1.8,85.6,42101032000
3686,52.8,53.4,3.3,1.1,95.1,42101032100
3809,54.1,55,2.8,1.3,53.4,42101032300
5943,83.3,65.6,0,1,70.6,42101032500
7862,55.5,55.2,0.3,9.4,78.4,42101032600
3695,39.6,66.3,2.1,2.1,75,42101032900
9169,61.9,64,0.9,1.1,54.9,42101033000
5476,77.8,72.6,1.1,0.7,67.2,42101033101
3849,60.6,76.9,0.7,2.8,91.5,42101033102
2951,55.4,72.8,2.4,2.1,82.9,42101033200
3985,82.7,64.8,1.6,10.7,41,42101033300
5551,64.8,60.6,3.5,2,59.6,42101033400
3801,65.8,57.7,6,2,67.3,42101033500
7028,58.8,59,6.7,4.4,59.2,42101033600
7661,67.6,60.2,5.6,3.8,83.1,42101033701
4359,70.8,73.7,0,1.3,78.9,42101033702
6858,71.3,64.1,3.1,6.4,78.3,42101033800
2893,45.3,59.3,3.8,1.6,40.2,42101033900
3055,71.9,70.5,0,7.2,59.8,42101034000
5310,63.5,69.7,2.5,5.6,93.1,42101034100
3648,104.6,73.3,0.9,6.9,68.6,42101034200
8083,67.8,66,1.2,3.4,59.2,42101034400
4852,91.2,55.8,1.4,7.4,84.1,42101034501
5427,75.1,57.2,2.5,7.4,70.9,42101034502
2617,41.5,67.3,7.9,2,70.4,42101034600
7314,57,70.2,1.8,8.8,86.3,42101034701
3493,60.5,71.1,1.2,4.3,72.1,42101034702
4739,54,77.2,0.4,1,74.2,42101034801
5765,61.7,77.3,0,9.7,63.7,42101034802
3243,63.9,83.4,1.5,1.4,10.4,42007601400
1251,75,83.8,0.3,4,56.8,42007601600
3240,56.2,79.7,0.2,11.4,77.8,42007601700
3615,169.2,90,0,2.2,100,42007601801
3606,73.3,83.4,1,5.8,NA,42007601802
3468,41.2,71.7,10.5,0,63.2,42007602100
2365,92.7,78.8,2.3,6.5,22,42007602300
1934,70.1,85.6,2.1,6.7,72.7,42007602400
1354,105.8,80.2,4.8,1,50,42007602500
5129,88.3,83.3,0,9.8,82.5,42007602601
3140,80.9,86.1,0,9,10.6,42007602602
1637,63.7,84.3,0.6,4.2,45.5,42007602701
3428,74.9,88.4,0,4.3,0,42007602702
2608,75.9,73.3,10.3,0.6,56.2,42007602800
2633,66.2,85.8,2.2,7.1,100,42007602900
2922,59.3,83.7,0.5,5.1,16.7,42007603000
6831,62.8,82.2,1.4,9.3,85.1,42007603202
3746,68,86.8,0.1,4.9,82.6,42007603300
1720,62.7,70.4,10.4,6.6,53.5,42007603400
1677,61.4,68.9,0.5,4.2,50,42007603500
2150,68.2,81.1,2.8,6,100,42007603600
3911,74.5,81.3,1.5,4,69,42007603700
2823,70.1,84.9,1.9,5.7,36,42007603801
3221,86.5,80.2,2.7,14.4,NA,42007603802
3089,62.8,91.9,0,2.4,100,42007603803
3019,75.6,79.3,0,3,NA,42007603900
2346,48.5,81.4,1.4,5.5,84.8,42007604000
2776,88.1,56,1.3,3,84.6,42007604100
1538,41.9,77.3,9.1,3.3,86.8,42007604200
1980,82.7,49.9,2.2,5.2,36.2,42007604500
2594,66.4,77.4,0.1,7.8,67.8,42007604600
1322,47.5,85.4,0,10.5,67.9,42007604700
4273,51.2,81.7,0,4.7,100,42007604800
4488,65.5,80.9,2.1,8.7,21.4,42007604901
4120,57.4,89.5,0,3.1,44.8,42007604902
2370,57,75.6,1.3,7.1,31.3,42007605001
3791,67.4,84,2.5,3.5,100,42007605002
4679,57.9,82.8,0.8,10,80,42007605100
2541,62.9,77.6,0.9,2.1,44,42007605200
2897,66.7,84.5,1.8,6.3,71.9,42007605300
3591,80.7,69,9.9,9.6,81.6,42007605400
5183,64.4,88.9,1.6,3.3,75,42007605500
3189,60.8,84,1.8,5.8,81.7,42007605600
3022,69.3,64.9,3.4,3.7,69.4,42007605700
6065,71.3,86.1,1.2,3.6,67.7,42007605800
4560,75.3,74.1,0.3,17.4,100,42017105509
5454,60.7,84.9,0.7,8.3,89.6,42017105510
4295,65.1,65.4,1,13.2,60.6,42017105511
2496,71.4,72.9,6.8,9.5,13.9,42017105600
2487,45.6,83.8,1.9,4.1,71.4,42017105702
6826,53.6,79.2,1.5,6.5,75.2,42017105704
5815,56,81.5,0.6,10,91.6,42017105801
6661,62.3,85.2,0.6,4,100,42017105805
3689,52.4,84.2,2.2,3,100,42017105807
3584,54,72,1.5,14.9,100,42017105808
3842,54.5,88,0.5,4,100,42017105809
2171,60.6,84.5,0.1,1.6,82.5,42017105810
5359,53.9,83.4,0.4,3.6,72.7,42017105811
1641,52.7,85.6,3.1,1.1,0,42017105812
2215,56.9,85.7,1.3,6.2,87.2,42017105900
3894,53.2,85.2,0.2,6.6,88.7,42017106000
3107,47.7,75.6,8.5,6.6,27.6,42017106100
3496,35.8,78,0.8,9.8,NA,42017106201
3326,277.1,66.7,0.2,26.2,89.4,42017106202
7393,58.4,84.3,2.3,8.2,83.9,42017106300
7695,73.8,92.6,0.1,5.2,56.9,42017106401
7559,73.3,87.7,1.9,6.2,45.4,42017106402
6768,73.7,82.7,0.4,9.6,95.9,42017106500
1843,56.1,80,2.7,12,50,42017106600
0,NA,NA,NA,NA,NA,42017980000
2075,38.1,75,3.6,1.9,53.1,42019902100
1980,46,79.3,12,1.6,33.3,42019902200
3652,46.1,58.1,17,0,0,42019902300
2039,60.7,67.7,18,2.3,47.1,42019902400
3262,56.3,82.4,1.5,2.3,76.8,42019902500
3025,83.7,87.9,2.4,2.9,76.7,42019902600
2090,66.4,90.1,1.6,2,51.6,42019902700
2502,60.1,87.2,2.4,3.8,59.4,42019902800
1946,56.7,73.7,1.5,13.5,100,42019902900
4544,85.3,83.4,0,3.4,97.4,42019903000
2450,80.3,89.7,0,3.5,80.3,42019903100
4274,68.1,87.2,1.4,3.8,8.5,42019910100
