totalpop,agedep,drovealone,walked,fromhome,lfblack,geoid_tract
4060,23.7,83.7,0.7,5.6,56.5,42091204101
3429,54.4,75.4,1.3,12.9,71.4,42103950702
1417,53.2,70.1,2.6,16.2,0,42103950803
3726,65.5,75.6,1.4,3.2,66.7,42103950804
2626,54.7,82.9,0,3.8,67.9,42103950805
2427,46.5,76.6,0,4.4,37.3,42103950806
2824,69.2,78.9,0,11.9,0,42103950901
1396,76,86.4,0,10.3,61.1,42103950902
2118,82,66.1,7.3,8.8,63.6,42105950101
2263,78.6,73.8,4.9,15.1,0,42105950102
3054,80.8,86.4,1.9,4.6,NA,42105950200
4382,77.3,75.7,9.6,6.2,18.2,42105950300
1103,73.2,84.6,6.7,3.2,NA,42105950401
1847,80.4,83.7,1.6,7.3,NA,42105950402
1918,87.5,71.8,6.9,6.7,NA,42105950500
5052,67.5,85.8,1.3,3.5,66.7,42107000100
2631,62.2,79.6,4.6,0.4,100,42107000200
5142,85.4,82.9,1.6,3.5,100,42107000300
5714,19.6,91.3,0.4,2.7,0,42107000400
3963,83.4,88.7,2.9,1.6,7.5,42107000500
3661,95.6,82.1,4.1,1.7,88.1,42107000601
1128,87.4,77.3,5.5,0,0,42107000602
3269,71.2,88.5,0,0.5,NA,42107000700
3632,62.4,77.9,0.9,5.2,0,42107000800
3541,67,86.3,0.3,5.5,0,42107000901
3647,41,92.1,0,2.5,0,42107000902
2696,53.2,76.2,3.6,1.9,50,42107001000
2237,78,81.7,1.8,5.3,57.1,42107001100
4182,53.7,81.6,5.4,5.1,NA,42107001200
2850,69.3,80.1,6.5,2.4,100,42107001300
2258,71.3,85.6,0.4,3.4,50,42107001400
4174,72.2,78.3,3.9,1.5,NA,42107001500
3883,65.8,92.2,1.9,2.4,91.7,42107001600
3131,82.6,79.7,1.9,8.1,92,42107001700
1794,49.1,72.4,1.8,4.5,10.5,42107001800
1222,42.1,50.6,2.2,22.2,0,42107001901
4175,55.7,73.8,10,0,42.1,42107001902
3227,74.5,75.1,5.9,2.9,100,42107002000
1296,73.5,85.7,2.4,1.1,100,42107002100
2604,76.9,84.2,1,1.6,NA,42107002200
2842,63.6,68.8,4.8,4.8,NA,42107002300
2128,61.8,87.8,3.6,1,83.3,42107002400
2013,85.9,86.1,5.5,3.5,53.8,42107002500
3959,80.2,76.4,5.3,3.8,22.7,42107002600
2740,57.4,73.3,14.4,2.1,NA,42107002700
2157,68.6,64.7,3.4,1.4,57.9,42011012600
4748,70.8,85.5,0.1,4.8,100,42011012701
3945,66.9,91.9,0,2,55.2,42011012702
3901,60.1,85.6,0.7,1.9,90.2,42011012800
3946,67.5,91.2,0,1.7,51.7,42011012901
3824,71.2,77.2,0,19.3,NA,42011012902
6896,72.4,84.5,0.5,10.6,15.8,42011013000
5133,54.7,91.2,1.2,3.1,NA,42011013100
4061,83.5,87.7,4,1.2,36.6,42011013200
3028,59.4,60.3,1.2,30.4,100,42011013301
6419,76.7,91.5,1,4,11.3,42011013302
3006,69.4,84.2,1,8.1,66.7,42011013402
4169,57.1,88.3,1.7,4.2,NA,42011013403
3805,63,79.7,2,2.8,NA,42011013404
3409,61.7,88.4,4.1,1.7,95.7,42011013501
4249,39,78.1,0,6.1,NA,42011013502
4013,48.7,88.3,0,4.4,64.7,42011013503
4104,68.3,90.9,0.8,1.9,100,42011013600
3569,70.6,73.3,8.1,8.2,100,42011013701
3755,59.7,81.9,1.6,3.9,100,42011013702
4369,62.6,84.8,1,4.6,25,42011013800
4855,97,80.3,4.9,6.6,100,42011013901
3560,57.1,80.9,2.3,5.8,NA,42011013902
5051,44,81.2,11.2,4.1,0,42011014000
3898,0.2,32.8,49.9,7.8,45.6,42011014101
3853,56.8,81.5,3.5,5.4,25,42011014102
3187,81.2,86.9,3.4,6.3,NA,42011014201
4764,70.9,91.6,0,3.7,NA,42011014202
4243,65,76.8,2.4,6.3,88,42013010101
2891,64.2,74.3,3.5,0.6,NA,42013010102
2291,62.4,75,3.8,2.1,NA,42013010103
1578,62.2,87,2.6,0.9,NA,42013010401
2617,88.3,82.9,2.5,12.2,NA,42013010403
3530,81.3,90.2,0,3.5,100,42013010404
4777,65.3,94.9,0,1.4,100,42013010500
2104,77.1,84,0.6,5.7,NA,42013010600
2686,58,86.4,5,3.5,52.9,42013010701
2151,102.7,85,0,2.4,77.3,42011012500
3657,56.6,81.6,1.8,4.1,85.8,42013010702
3505,57.5,77.1,3.4,5.7,0,42013010800
7211,80.4,86,0.1,5.3,NA,42013010900
3642,72.7,86.9,0.4,4,NA,42013011001
4083,99.4,82.8,4.8,6.1,NA,42013011002
1341,74.2,86.5,2.4,2.7,NA,42013011101
4547,69.3,88.2,0.9,1.6,NA,42013011102
3265,47,77.5,6.1,0.5,72.2,42027010300
3471,85.8,81.7,0,6.5,NA,42027010400
5134,57.1,85.1,1.8,4.4,83.3,42027010500
4012,58.6,87.7,0.5,4.1,NA,42027010600
6426,71.8,78.8,1.1,4.9,NA,42027010700
1794,98.2,48.3,3.3,12.9,NA,42027010801
3901,85.7,65.3,5.6,7.9,NA,42027010802
3982,78.2,86.1,1.2,9.3,100,42027010901
3394,77.3,81,1.9,5.9,20,42027010902
2683,81.2,88.6,1.4,4.7,NA,42027011001
5249,42.3,86.8,3.6,2,41.2,42027011002
3233,62.2,84.3,1.3,7.7,97.6,42027011101
3043,47,64.6,15.5,3.1,NA,42027011102
5119,66.2,90.6,1.3,4.2,34.1,42027011201
4123,3.7,NA,NA,NA,0,42027011202
3218,0.9,47.7,0,3,30.1,42027011301
1798,13.4,67.7,0,5.2,100,42027011302
3098,68.6,59.5,0,20.5,NA,42027011303
4845,47.8,65.5,1.9,16,100,42027011401
3735,66.1,73.5,0,6.8,84.2,42027011402
3432,69.3,63,4.6,13.7,100,42027011501
3356,18.5,38.2,3,12.5,53.2,42027011503
4155,41.2,64.4,1.9,5.1,94.3,42027011504
4514,33.2,76.2,4.9,4.9,81.3,42027011600
5646,63.8,77.3,1.3,7,31.3,42027011702
5916,72.3,79.3,1.2,12.6,100,42027011800
2814,68.5,78.1,0.2,11.6,NA,42027011901
1335,102.9,86.1,3.1,0.5,NA,42027011903
3952,50.6,73.8,3.9,17.2,100,42027011904
2445,47.4,68.9,0,8.7,72.6,42027011905
5846,10.2,56.3,22.3,1.6,17.1,42027012000
6088,0.1,20.7,70.1,3.8,34.3,42027012100
5037,2.2,14.8,67.3,9,32.5,42027012200
2386,57.9,31.7,33,8.4,27.9,42027012300
4921,16.4,44.4,23.5,4.9,65.1,42027012400
4078,2.7,20.9,57.1,5.7,23.4,42027012500
3871,10.7,36.7,33.1,11.3,44.1,42027012600
3837,66,62,9.4,11.1,68.8,42027012700
6036,24.8,52.6,6,5.8,0,42027012800
2818,67.3,72.8,0,18,100,42029300101
2504,82.2,67.4,2.6,11.7,53.2,42029300103
5396,79.3,62.6,1.2,9.8,44.3,42029300104
5080,62,80.4,1.1,7.5,58.1,42029300106
4105,87.4,74.7,1.2,12.6,25,42029300107
6263,66.1,71.5,0,13.4,67.7,42029300108
2116,32.3,54.9,12.6,9.5,0,42063961000
5658,9.7,58.2,34.5,1,29.5,42063961102
2605,17.2,73.7,18.1,3.6,20.4,42063961103
2136,18.7,78.8,13.9,6.1,NA,42063961104
2093,64.5,77.7,3.4,3.1,97.6,42063961200
3695,67.6,84.3,3,2.3,80,42063961300
2915,67.8,85.3,0,3.8,0,42063961400
3762,93.9,79.7,1.4,6.5,NA,42063961500
4475,63.7,82,4.2,1.2,NA,42063961600
1582,62.6,81.5,5.3,2.5,0,42063961700
1708,56.6,84,0.3,9.6,NA,42063961800
4220,70.6,84,1.3,4.8,NA,42063961900
4132,57.2,69.1,5.2,10.6,0,42063962000
3242,61.1,87.4,7.8,1.1,50.6,42063962100
2201,89.4,84.4,0,2.9,NA,42063962200
2042,90.8,88.1,2.7,0.3,NA,42065950100
3042,72.9,85.7,3.1,4.4,38.5,42065950200
5037,69.8,81.5,3.7,3.4,25,42065950300
1744,65.5,83.2,3.3,10.3,NA,42065950400
2057,75.1,70.5,7.5,1.3,0,42065950500
5690,65.5,87.1,2,3.3,0,42065950600
2659,65.6,85.1,2.8,6.6,95,42065950700
3486,69.8,86.9,3.2,2.7,40,42065950800
4129,73.3,84.4,1.6,2.9,NA,42065950900
4121,76,72.6,5.7,2.2,100,42065951000
3816,71.9,88.7,0.5,3.4,66.7,42065951100
3319,84,74.7,8.3,2,84.8,42065951200
2428,86.5,87,6.9,0.1,8.3,42065951300
3521,80.6,76.5,0,7.1,32.7,42067070101
3774,80.8,79.6,4.1,4.7,0,42067070102
1929,83.4,81.1,3,7.6,0,42067070201
6040,72.3,81.6,1.2,6.3,30.4,42067070202
5148,74.9,71.5,4.7,8.4,100,42067070300
4245,63.5,83.2,1.9,6.4,83.3,42067070400
2796,58.6,56.2,17.4,1.4,37.1,42069100200
3980,18.7,40.7,38.3,11,51,42069100300
2189,73.3,57.8,5.2,8.9,62,42069100400
2014,52.2,80.4,5.8,4.9,74.8,42069100500
4368,61.2,66.4,12.2,6.8,47.4,42069100600
3107,30,79.1,0.9,2.6,8,42069100800
1727,70.5,77.2,4.2,1.3,43.2,42069100900
3080,59.5,79.7,5.1,5.6,50,42069101000
3088,60.2,66.4,4,0,80.5,42069101100
3161,65.9,76.6,11.5,1.4,83.3,42069101200
1670,6.2,76.7,3.9,11.1,100,42091204103
2309,38.5,81.2,3.1,9.2,100,42091204104
1363,43,77.4,2.6,12.6,71.9,42091204200
2551,159.8,50.5,7.3,18.1,38.3,42091204300
3083,101.1,59.6,1.9,15.9,88.9,42091204400
4489,69.4,52.8,6.9,22.8,38,42091204500
4727,102.4,71.1,0,15.5,84,42091204600
2369,133.4,65.1,0.1,22.3,75.9,42091204701
3091,93.6,64.9,2.1,22.3,76.7,42091204702
5360,97,66.2,3.2,19,51.9,42091204800
5530,83.1,65.7,6,15.3,53.7,42091204900
2610,34.3,43.9,26.8,18.2,65.2,42091205000
1680,39,41.4,22.1,22.2,26.8,42091205100
2784,94.3,68.7,2.9,17.1,0,42091205200
2067,61.4,58.7,5.6,13.1,71.7,42091205300
1950,82.4,56.8,2.3,13.6,77.9,42091205401
4448,86,59.1,4,14.6,64.9,42091205402
4034,61.6,66,4.4,11.5,73.5,42091205501
4055,89.8,68.3,1.4,12.6,83.8,42091205502
4694,96.7,63.6,2.6,13,54.9,42091205503
4304,56.5,53.8,3.8,27.7,100,42091205600
4576,43.8,82.5,2.3,4.4,45.2,42091205700
2947,71.5,71.8,0,15.1,48.8,42091205805
1974,61,83.3,0.8,6.1,95.4,42091205806
1957,38.7,79.9,2.1,12.9,100,42091205807
5179,67,71.2,1.3,14.9,51.9,42091205808
2686,61.7,78,0.5,9.8,87.1,42091205809
3884,36.5,78.4,1.7,6.3,64.4,42091205810
1197,18.3,72.9,1.8,25.3,100,42091205811
2632,65,66.8,0,22.2,78.8,42091205903
2656,69.3,62.6,0,25.9,57.3,42091205904
3709,50.3,68.9,1.6,12.1,83.7,42091205905
2401,60.3,85.1,0,9.8,85.3,42091205906
6176,32.9,80.6,0.8,8.7,7.2,42091206004
4889,55.5,82.3,0,7.5,88.4,42091206005
2943,162.1,78.1,2,7.2,67.5,42091206006
6972,65,78.6,1.1,10.5,18.2,42091206007
3892,47.6,73.3,0.8,11.3,40.3,42091206104
6534,68.1,71.9,1.5,16.4,0,42091206105
4551,44.3,79.7,0.8,9.8,100,42091206106
6925,73.7,80.7,0,13.9,100,42091206107
2258,50.3,80.4,0,13.7,100,42091206108
2296,65.3,82.6,4.8,3.4,89.2,42091206201
2164,68.8,86.4,1,1.7,88.6,42107002800
5313,75.8,78.6,8.9,2.8,80,42107002900
5461,71.1,84.3,0.6,7.6,100,42107003000
2964,99.3,87.3,0.7,5.1,100,42107003100
5139,66.6,80.6,4.6,1.5,65.8,42107003200
5137,82.8,74.2,6.1,0.9,89.1,42107003300
3335,67.8,88.2,0.1,3.2,100,42107003400
5035,78.9,84.8,0.5,3.8,NA,42107003500
2887,68.4,85,1.6,6.4,61.9,42107003600
3587,63.3,80.3,0.4,4.3,0,42107003700
2088,87.4,84.2,1.2,0,40,42107003800
4034,64.9,83.7,1.7,1.3,0,42107003900
5938,66.1,86.4,1.5,5.9,0,42109070100
8100,68.8,83.9,0.6,3.2,0,42109070200
5840,64.5,83.7,2.3,5.4,31.6,42109070300
5438,75,76.7,2.6,9,100,42109070400
3706,81,74.4,2,7.5,0,42109070500
5507,73.1,68.4,2.3,9.1,100,42109070600
3921,80.2,87.6,2.4,1.3,53.8,42109070701
2002,1.6,14.5,58.9,26.5,46.4,42109980705
1891,69.3,92.3,0,2.8,NA,42111020101
5073,72.4,92.7,0.6,2.5,100,42111020102
4317,79.7,89.4,1.6,2.3,0,42111020200
3855,69.3,82.4,6.3,4.8,NA,42111020300
3607,77.5,84.7,0.9,6.6,100,42111020400
2795,66.7,80.3,2.7,5,NA,42111020500
3077,75.8,90.7,0.2,4.7,80,42111020601
3336,75.2,83.7,4.1,3.4,100,42111020602
2643,70.6,87.5,0.2,6.3,100,42111020700
2975,73,87,2.2,4,0,42111020801
3547,18.4,86.8,2.2,0,0,42111020802
5616,38.5,85.4,1.6,1.6,0.9,42111020900
4096,73.1,76.9,2.3,8.3,NA,42111021000
1792,69.1,69.4,5.1,7.9,90.5,42111021100
2671,67.1,79.6,0.7,9.4,0,42111021200
3265,68.6,77.3,1.9,8.7,NA,42111021300
4387,95.5,83.8,4.9,3.3,0,42111021400
2395,79.8,69.5,3.8,16.1,NA,42111021500
2203,71.8,82.9,1.6,4.6,33.3,42111021600
3033,77.5,66.8,3.4,19.6,NA,42111021700
3255,70.3,79.5,2.3,3.5,NA,42111021800
2093,82.5,73.4,1.5,9.7,0,42111021902
1162,88.9,82.8,2.5,3.7,0,42111021903
760,80.5,85.8,0,6.5,NA,42111021904
3675,82.7,84.9,4.7,4.7,100,42013011201
2000,94.2,77.9,6.8,9.8,90.4,42013011202
5939,93.8,76.9,6.2,6.5,0,42013011300
2475,60,85.2,1.6,1.6,NA,42013011400
5812,75.4,87.2,1.4,3.6,0,42013011500
3989,67.6,83.2,4.4,2.8,0,42013011600
2265,46.9,87.7,1.5,4.2,69.1,42013100200
3144,72.5,72.4,3.7,0,41.3,42013100300
1396,39.9,87.7,0,2.9,100,42013100400
3354,84.2,77.1,3.5,1.1,56.8,42013100500
2144,53,93.8,1.2,3.7,0,42013100600
2379,59.6,63.6,4.9,6.3,73.5,42013100700
1826,38.5,81.8,13.6,4.5,11.6,42013100800
4069,61.7,83.7,3.4,1.7,60,42013100900
1581,65.5,80.8,1.5,5.7,NA,42013101100
3814,86,86.2,5,1.1,0,42013101200
3637,48,83.9,5.6,2.3,65.6,42013101400
3345,81.9,89.6,2.1,2.4,52.9,42013101500
3016,70.9,73,6,5.7,74.5,42013101600
3843,57.4,72.3,11.8,1.7,33,42013101700
2503,57.9,91.7,0,2.7,66.2,42013101800
1586,85.9,76.5,6.1,0,38.8,42013101900
3976,69.6,77.7,1.2,9,NA,42015950100
5054,67.5,78.7,1.9,13.3,26.3,42015950200
5403,63.5,69.2,13.5,8.5,71.9,42015950300
3203,93.1,87.8,1.2,2.4,NA,42015950400
3200,96.9,79.7,9.9,4.3,100,42015950501
2949,77.8,82.5,0,9.2,NA,42015950502
4243,80.5,83.2,0.3,4.2,100,42015950600
4373,75.8,76.9,7.2,2.2,0,42015950700
3626,71.7,74.5,1.9,9.5,42.9,42015950800
5512,93.3,86.7,1.5,4.7,37.8,42015950900
2833,71.2,81.2,8.3,3.1,100,42015951000
3040,82.9,77.8,8.1,8.1,NA,42015951100
5065,66.8,83.2,1.8,5.8,NA,42015951200
4188,82.5,79.6,4.5,6.8,21.2,42015951300
4056,72.2,77.2,3.6,6.5,26.7,42015951400
3262,83.3,65.1,0.5,18.1,77.8,42029300109
5451,81.3,73.1,1.2,14.7,73.2,42029300201
5170,85.9,69.3,0.5,18,100,42029300202
4155,94.9,79.1,2.1,9.1,0,42029300301
3725,68,77.6,0,15,0,42029300302
3087,82.3,74.9,2.9,12.8,29.1,42029300303
3445,59.8,76.2,1.5,10,31.4,42029300400
4980,60.4,75,0.7,14.2,82.9,42029300501
3624,58.7,66.8,5,16.4,37.8,42029300502
5241,45,69.1,3.6,18.4,82,42029300600
4942,36.1,73.9,5.7,11.7,59.5,42029300700
4434,45,81.8,1.4,5.9,54,42029300800
2344,62.4,79.1,4.5,10.1,0,42029300900
4421,59.3,82.7,0.7,14.2,100,42029301001
3007,62.5,80.8,2.3,10.3,81.1,42029301002
3307,38.3,81.4,0,11.4,71.1,42029301100
6770,71.7,79.6,0,14.9,81.2,42029301300
2955,61.8,82.5,1.1,5.9,72.6,42029301401
5002,53.9,83.3,0.9,10.5,100,42029301402
2645,64.8,73.3,3.1,21.3,0,42029301500
2543,68.1,84.8,1,7.4,NA,42029301600
1620,96.8,67.6,3.7,20.8,100,42029301700
5639,58,70.8,0.3,20.6,100,42029301800
4070,58.1,62.2,0,30,NA,42029301900
6081,60.1,62,5.2,26.2,64.9,42029302000
4110,44.4,65.5,5.9,13,69.2,42029302102
3540,47.3,65.8,0,8.1,100,42029302103
4678,65.8,82.5,0,6.8,90.7,42029302104
4829,65.4,79.3,0,13.1,50.6,42029302203
6205,52.7,80,0.4,13.6,52.9,42029302204
2485,57.3,74.9,2.6,13.5,72.8,42029302205
5420,63.3,69.8,0,14.6,NA,42029302206
50,61.3,100,0,0,NA,42029302207
3354,41.7,76.9,9.7,7.3,36.9,42029302300
4501,34.7,76.5,10.4,6.3,81.9,42029302400
3833,36.5,72,16.2,4.2,54.4,42029302500
5115,18.5,73.5,19.4,2.1,64.3,42029302600
4623,49,89.2,2.5,5.4,80.6,42029302702
4624,77.6,81.8,0,11.5,61.8,42029302703
5104,57.7,75.9,1,18.4,93.3,42029302704
3489,68.7,76.7,0.5,6.9,43.2,42029302705
5184,53.1,77.1,5.7,13,100,42029302706
4600,101.8,81.8,0,14,60.2,42029302802
2389,518.9,80.9,0,10.3,0,42029302803
3005,58.2,75.7,1.7,7.7,5.7,42069101300
2796,78.7,75.2,7.7,6.1,58.5,42069101400
2536,60.2,83.2,2.1,4.1,0,42069101600
2760,49.8,90.8,0.1,0.6,0,42069101700
4631,74.2,86.2,2.4,1.7,12.8,42069101800
1423,55.2,79.2,1.1,3,72.2,42069101900
2207,68.2,72.8,5.9,6.2,100,42069102000
2718,74.5,73.9,3.3,3.1,100,42069102100
2249,58,76.3,2.8,1.3,NA,42069102200
3363,57.4,75.1,1.2,4.8,86.6,42069102300
3306,75.5,58,10.1,4.2,51.4,42069102500
2668,63.8,64.5,0.2,5.1,57.9,42069102600
2850,75.1,82.6,4.6,5.5,71.2,42069102700
3252,83.8,87.4,2,3.9,64.2,42069102800
3716,110.9,61.1,1.6,5,51.8,42069102900
1982,53.3,68.6,2.4,4.5,48.2,42069103000
2025,87.5,75.8,0.5,4.5,100,42069103100
2561,63.3,82.4,1.5,3.2,0,42069110100
4349,75.6,86.3,1.7,4.3,100,42069110201
4816,94.9,85.7,0,10.7,NA,42069110202
4159,79,85.5,0.9,6.9,90.5,42069110300
6410,84,78.2,0.1,12,100,42069110401
2486,83.2,85.6,1.5,9,NA,42069110402
2950,71.9,76.1,11.4,5.7,65,42069110403
4909,79.8,76,1.1,12.1,NA,42069110500
2778,53.7,79.9,1.8,10.7,25,42069110600
2494,83.7,75.9,5.5,3.2,0,42069110700
2977,78.2,85.4,3.6,0.7,100,42069110800
2967,66.5,74.3,10.2,5.4,NA,42069110900
2038,56.3,84.6,1.9,5.2,32.9,42069111000
7003,70,82.9,1.1,2.3,100,42069111100
6234,99.6,72.7,0.6,7.9,NA,42069111200
4415,62.3,85.1,1.3,3,NA,42069111300
5037,69.7,79.3,4.3,5.6,100,42069111400
3058,84.9,83.6,1.5,1.9,0,42069111500
2720,64.2,74.4,3.1,1.2,61.8,42069111600
3906,60.3,74.7,0,4.8,98.1,42069111700
3665,61,78.8,0,9.5,NA,42069111801
4705,84.8,88.2,0.9,4.6,33.3,42069111802
4192,61,77.3,7,6.4,87,42069112000
4084,54.7,94.3,0.5,4.1,NA,42069112100
2234,77.3,70.2,2.6,5.3,NA,42069112200
2498,53.8,83.5,2.3,5.6,69.1,42069112300
4158,78.3,85.4,1.7,8.3,28.6,42069112400
2464,44.7,81.8,1.3,3.5,91.3,42091206202
5105,36.1,59.7,15.8,14.4,63.3,42091206300
3664,50.7,76.8,1.4,9.3,100,42091206400
4308,55.8,73.2,0.8,21.2,100,42091206501
4844,65.7,77.9,0,15.1,94.5,42091206502
1431,72.8,84.1,1.2,6.4,89.7,42091206600
3866,76.8,85,0.8,6.9,66.7,42091206703
7289,79,79.7,0,12.8,100,42091206704
7900,78.9,77.6,0,15.2,42.8,42091206801
2528,90.9,76.8,2.5,14.9,66.7,42091206802
4844,78,75,1.7,12.7,61.8,42091206901
5625,108.3,77.2,0.7,11.4,44.5,42091206904
4721,61.9,76.7,1.5,8.4,85.8,42091206905
3180,66.6,77.1,0,5.6,97.4,42091206906
8208,51.9,81.4,0,8.2,90.8,42091207001
3178,63,76,2.3,12.6,85.1,42091207003
4049,64.5,80.3,4.9,6.5,85.2,42091207004
5764,87,85.6,0,9.4,NA,42091207101
4867,73.9,67.3,0.4,8.7,84.7,42091207103
2720,147,81.9,0.8,8.1,0,42091207104
2470,53.5,85.4,0.5,4.5,96.6,42091207201
4549,60.3,83.5,2.1,0.9,100,42091207202
2666,65.8,77.9,2.7,9.5,100,42091207300
2944,52.9,81.5,2.6,11.5,71,42091207400
3367,72.4,85.7,2,8.9,100,42091207500
3780,62.7,79.4,1.4,7.8,0,42091207600
7885,85.5,85.6,0.4,10.9,100,42091207800
2596,75.9,80.5,2.2,9.9,40.2,42091207900
3857,47.6,81.3,4.1,7.8,47.8,42091208000
2945,65.4,87.3,4.2,3.7,77.5,42091208100
1896,44.3,87.5,0.9,6.1,NA,42091208201
5564,64.4,84.4,3.5,8.3,95.8,42091208203
3074,71.3,91.1,0.7,4.9,100,42091208204
2378,76.1,88.6,0,5,0,42091208301
4763,64.9,81.6,0.5,10.9,67.9,42091208303
5911,72.5,80.4,0.4,10,86.3,42091208304
3633,81.7,80.4,1.3,12.5,NA,42091208400
4886,58.1,81.5,0.1,10.1,44.2,42091208500
7258,61.8,87.5,0,10.2,0,42091208601
5679,68.7,87.6,0.9,5.8,90.6,42091208603
6207,50.2,87,0.4,5.8,67.8,42091208604
3245,62.7,82.5,0.6,8,66.7,42091208702
3975,70.7,77.6,0.4,12.8,78.5,42091208703
1276,56.2,67,7.5,13.8,18.5,42113960101
2166,60.7,87.4,4.4,1.5,0,42113960102
1650,73.3,83.4,1.2,7.1,0,42113960201
946,62,76.9,1,5.2,41,42113960202
2650,67.9,81.8,2.6,7,0,42115032000
3672,64.7,85.1,1.7,5.5,100,42115032100
3694,72.5,81.3,3.8,2.8,75,42115032200
3765,79.1,78.4,1.7,9.3,20,42115032300
1909,71.8,83,2.6,5.7,0,42115032401
2195,87.1,72,0.2,19,26.3,42115032402
4048,69.4,85.2,1.3,6.3,NA,42115032500
4268,79.5,79.9,4,7.1,53.1,42115032600
3505,74.4,86.7,2,5.3,0,42115032700
5096,68.3,81,1.7,9,100,42115032800
4158,71,79.4,2,10.1,0,42115032901
1644,82.9,78.5,2.2,4.2,87.8,42115032902
4239,64.7,90.1,2.1,4,88.5,42117950100
3519,69.6,82.9,2.3,4.7,84.2,42117950200
3907,73.6,81.5,3.5,6.5,0,42117950300
3646,72.1,86,2.4,3.9,100,42117950400
4274,70.1,79,2.4,6.8,50,42117950500
5156,73.5,75.3,11.7,5.4,58.7,42117950600
6029,71.6,86.6,1.6,5.1,0,42117950700
3223,87.2,66.1,15.8,13.3,0,42117950800
3864,75.2,86.2,2.1,5.2,87.5,42117950900
2902,65.9,82.7,1.8,7.3,66.7,42117951000
5759,50.5,86.2,0,1.8,25.6,42119090102
2036,82.6,83.7,1.6,4.3,NA,42119090201
4676,62.8,77.4,0.6,4.8,100,42119090202
3598,82.8,79,0.2,1.1,NA,42119090300
4032,84.1,79.4,0.8,8,100,42119090400
7144,107.1,75.8,4.7,8.3,53.6,42119090502
5359,88.1,82.6,0.7,11.3,85.7,42119090600
3793,68.5,57.4,16.9,4.7,0,42119090700
3449,3,100,0,0,0,42119980101
1504,8.2,NA,NA,NA,0,42119980501
3481,1.9,5.2,85.2,6.7,52.8,42119980800
3178,73.2,82.3,1.9,2.7,100,42121200000
3809,75.9,80.6,1.2,7.1,NA,42121200100
3482,77.3,83.5,1.6,4.7,36,42121200201
2063,66.8,86.6,0.5,4,0,42121200202
1468,71.9,61.3,3.2,24.9,0,42121200300
2319,57.8,58.7,19.6,10.8,29,42121200400
2305,46.4,77.9,6.6,2.7,46.6,42121200500
2697,73,91.3,0.4,3.8,0,42001030101
2347,69.2,77.2,0,13.8,NA,42001030103
3526,81.4,87.2,4.3,1.4,0,42001030104
5778,70.6,82.4,1.3,3.4,87,42001030200
4306,52.9,81.7,2.1,11.6,20,42001030300
5798,70,85.5,2,7.7,41.7,42001030400
3879,71,75.3,2.4,9.5,93.1,42001030500
3960,96.7,70.2,4.9,18.1,0,42029302804
3158,57.7,85.9,2.6,9.3,100,42029302806
4055,53.8,78.2,1.3,11.5,28.6,42029302807
4603,58.2,75.6,3.4,12.7,100,42029302901
6352,67.9,74.4,0,16.9,45.1,42029302902
3137,51.8,73.1,0.6,20.7,56.6,42029303000
4204,70.5,82.4,0.6,12.2,72.7,42029303100
3745,68.2,66.3,5.3,10.2,53.2,42029303301
4613,103.5,75.9,1.9,16.7,47,42029303302
3949,38.8,78.6,1.5,4.6,57.6,42029303401
2233,63.8,76.6,4.1,8.5,75.3,42029303402
4299,82.3,80.8,2.6,14,66.4,42029303501
3155,77.6,74.9,0.6,18.1,100,42029303502
4275,60.8,81.5,0,5.9,100,42029303801
3974,63.2,64.9,0,24,43.3,42029303803
4968,60.8,80.5,0,12.3,75.1,42029303804
4562,54.3,69.3,8.7,16.4,65.1,42029303901
5352,69.4,80.2,0.6,12.3,86.2,42029303902
4871,57.7,81.5,0,6.5,99.4,42029304000
4567,44.4,72.6,2.1,11,81.4,42029304101
3445,53.5,72.7,3.3,9.4,57.1,42029304102
6883,65.7,74.3,2,10.2,59.3,42029304201
8780,73.3,74.1,0,18.9,20.3,42029304300
4255,71.6,79,3.1,11.2,100,42029304403
4895,64,80.7,1.5,5.2,81.7,42029304404
6222,71.1,75.2,0,11.5,100,42029304405
3506,75.4,72.8,1.8,20.1,100,42029304406
2798,72.8,77.2,0.6,17,NA,42029304502
4974,79.4,67.8,0,21.7,100,42029304503
3905,53.4,67.9,0.6,21.2,93.5,42029304504
3672,93.3,83.6,0,10.2,37,42029304600
8299,94.9,68.9,2,5.8,74.3,42029304900
2051,68.7,85,0.7,6.6,83.8,42029305000
4803,61.7,78.1,0.4,16.2,70.5,42029305101
4289,48.8,72.5,0,11.3,68.5,42029305102
7746,60,81,0.4,6.4,71.4,42029305300
4176,71.9,77.8,0.1,7,64.5,42029305400
3843,68.3,67.7,5.6,4.2,66.2,42029305500
2665,79.1,62.9,0,7.5,62.8,42029305600
2412,60.7,72.2,7.8,1.4,64.3,42029305700
7559,62,77.2,0,10.9,78,42029306000
2847,54.7,83.2,2.6,3.5,48.4,42029306300
4544,71,77.2,1.9,14.5,33.3,42029306501
3094,71.7,79.3,5.3,4.5,75,42029306503
5935,76.7,83.7,2.9,1.6,89.7,42069112500
5074,59.4,74.1,0.7,11.9,0,42069112600
2835,71.6,88,0.5,4.9,NA,42069112700
5777,58.4,84.9,0.6,9.5,0,42069112800
3965,59,83.7,0,4.4,100,42069112901
5776,64.8,79.7,0.7,4.9,68.1,42069112902
